question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
Jakým způsobem se mohou uživatelé přihlásit do Harboru přes příkazový řádek?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Secrets pro úložiště",1.0,True,cz,5,0
Jaké jsou hlavní výhody používání Harboru oproti hub.docker.com?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Přehled platformy kontejnerů, Harbor (hub.cerit.io)",1.0,True,cz,5,0
Jakým způsobem může uživatel spravovat artefakty ve svém repozitáři v Harboru?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,cz,5,0
Jaký je maximální limit pro ukládání artefaktů pro každého uživatele v Harboru?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Co by uživatelé neměli zahrnovat do svých Docker obrazů v Harboru a proč?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Přehled platformy kontejnerů, Harbor (hub.cerit.io)",1.0,True,cz,5,0
Je `fsGroupChangePolicy: OnRootMismatch` povinné při definování bezpečnostního kontextu Podu?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Bezpečnostní Kontext, Security Context, FAQ, Tutorial pro Hello World",1.0,True,cz,4,1
"Jaké bezpečnostní možnosti je třeba nastavit v kontejneru, aby nedošlo k selhání nasazení po upgradu?",Bezpečnostní Kontext,"Bezpečnostní Kontext, Bezpečnostní Kontext, Projekty, Namespaces a Kvóty, Security Context, Bezpečnostní Kontext",1.0,True,cz,4,1
Co je důležité specifikovat v bezpečnostním kontextu Podu?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Bezpečnostní Kontext, Tutorial pro Hello World, Bezpečnostní Kontext, MinIO Operator",1.0,True,cz,5,0
Co se stane s PSP při upgradu na Kubernetes verze 1.25?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Tutorial pro Hello World, Bezpečnostní Kontext, Jak spustit webový server NGINX, Omezení spouštění Docker obrazů",1.0,True,cz,5,0
Jaké jsou klíčové změny v bezpečnostním kontextu při přechodu z PSP na PSA?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Bezpečnostní Kontext, Bezpečnostní Kontext, Security Context, Tutorial pro Hello World",1.0,True,cz,4,1
Jaké jsou kvóty pro garantované CPU a limit CPU v rámci výchozího projektu?,Rancher Aplikace,"Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, GPU a další zdroje, GPU a další zdroje, JupyterHub",,False,cz,5,0
"Co se stane, když v kroku instalace aplikace nevyberete možnost 'Přizpůsobit možnosti Helm před instalací'?",Rancher Aplikace,"Scipion, Rancher Aplikace, Ansys, Ansys, Scipion",2.0,True,cz,5,0
Jaký prostor názvů by měl být vybrán před spuštěním aplikace?,Rancher Aplikace,"Ansys, ShinySOM, Ansys, Desktop, Ansys",,False,cz,5,0
Jak omezit grafy pouze na 'cerit-sc' při výběru aplikace k spuštění?,Rancher Aplikace,"Rancher Aplikace, Ansys, Desktop, ShinySOM, Matlab",1.0,True,cz,5,0
Jaké kroky je třeba dodržet pro spuštění aplikace v Rancher?,Rancher Aplikace,"Scipion, Rancher Aplikace, Desktop, Scipion, Bezpečnostní Kontext",2.0,True,cz,5,0
Jaké jsou kroky pro spuštění aplikace Scipion?,Scipion,"Scipion, Scipion, Scipion, Scipion, ShinySOM",1.0,True,cz,5,0
Co se stane s daty uloženými mimo Onedata po odstranění aplikace?,Scipion,"Scipion, Matlab, Ansys, ownCloud, Minio",1.0,True,cz,5,0
Co je požadováno pro připojení Onedata při instalaci Scipionu?,Scipion,"Scipion, Scipion, Scipion, Scipion, Scipion",1.0,True,cz,4,1
Jaká omezení platí pro používání CPU při spuštění Scipionu?,Scipion,"Scipion, JupyterHub, JupyterHub, JupyterHub, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Jaký je proces synchronizace dat mezi Onedata spaces a Kubernetes volumes?,Scipion,"Scipion, Scipion, Scipion, Tutorial pro Hello World, Dostupný hardware",1.0,True,cz,3,2
Co značí chybový kód 413 při použití Helm nasazení a jak ho lze vyřešit?,FAQ,"FAQ, Harbor (hub.cerit.io), FAQ, JupyterHub, Scipion",1.0,True,cz,4,1
"Jaké atributy musí být nastaveny pro Pod, Job nebo Deployment, aby se zabránilo selhání nasazení?",FAQ,"FAQ, Projekty, Namespaces a Kvóty, Tutorial pro Hello World, Omezení spouštění Docker obrazů, Tutorial pro Hello World",1.0,True,cz,5,0
"Jak mohu opravit chybu, kdy `nvidia-smi` vrací `command not found`?",FAQ,"FAQ, Spuštění Virtuálního Stroje, Spuštění Virtuálního Stroje, Spuštění Virtuálního Stroje, JupyterHub",1.0,True,cz,5,0
"Jak přidat `securityContext` do nasazení, které vrací chybu s `CreateContainerConfigError`?",FAQ,"Bezpečnostní Kontext, Bezpečnostní Kontext, Security Context, Bezpečnostní Kontext, Tutorial pro Hello World",,False,cz,4,1
"Co znamená chybová zpráva, která říká, že nasazení překračuje kvótu v Namespace?",FAQ,"Vystavování aplikací, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Vystavování aplikací, FAQ",5.0,True,cz,5,0
Jaké komponenty musí obsahovat Docker obraz pro MPI Job?,MPI Operator,"MPI Operator, MPI Operator, MPI Operator, MPI Operator, MPI Operator",1.0,True,cz,4,1
Kde lze najít úplnou dokumentaci o struktuře typu `MPIJob`?,MPI Operator,"MPI Operator, MPI Operator, MPI Operator, MPI Operator, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
"Proč je důležité, aby atribut `Worker.replicas` odpovídal parametru `-n` v `Launcher`?",MPI Operator,"MPI Operator, MPI Operator, MPI Operator, FAQ, Postgres Operator Cloudnative-PG",1.0,True,cz,4,1
Jaký je postup pro spuštění MPI úlohy na platformě?,MPI Operator,"MPI Operator, MPI Operator, MPI Operator, MPI Operator, MPI Operator",1.0,True,cz,4,1
Kde můžete najít příklad manifestu MPI Job a co je nutné v něm změnit před použitím?,MPI Operator,"MPI Operator, MPI Operator, MPI Operator, MPI Operator, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Proč není dobrým nápadem pojmenovat namespace jako *test*?,Namespaces,"Namespaces, Namespaces, Rancher, Projekty, Namespaces a Kvóty, Tutorial pro Hello World",1.0,True,cz,5,0
Jak lze zkontrolovat existující namespaces v Rancher GUI?,Namespaces,"Namespaces, Namespaces, Rancher, Rancher, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Proč není doporučeno vytvářet namespaces pomocí kubectl?,Namespaces,"Namespaces, Namespaces, Rancher, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Jaký je postup pro vytvoření nového namespace v Rancher GUI?,Namespaces,"Namespaces, Projekty, Namespaces a Kvóty, Namespaces, Rancher, Rancher",1.0,True,cz,5,0
Co poskytují namespaces v Kubernetes?,Namespaces,"Namespaces, Rancher, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Namespaces",1.0,True,cz,5,0
Jaké jsou možné důsledky špatné konfigurace Operátora?,Přehled Operátorů,"Přehled Operátorů, Přehled Operátorů, ShinySOM, Přehled Operátorů, Omezení spouštění Docker obrazů",1.0,True,cz,5,0
Co je hlavním účelem vzoru Operátora v Kubernetes?,Přehled Operátorů,"Přehled Operátorů, Přehled Operátorů, MPI Operator, Tutorial pro Hello World, Vystavování aplikací",1.0,True,cz,5,0
Kde lze najít informace o různých Operátorech dostupných pro Kubernetes?,Přehled Operátorů,"Přehled Operátorů, Přehled Operátorů, Vystavování aplikací, Jak získat přístup, Přehled Operátorů",1.0,True,cz,5,0
Jaké úkoly může Operátor automatizovat?,Přehled Operátorů,"Přehled Operátorů, Přehled Operátorů, Přehled Operátorů, MPI Operator, MinIO Operator",1.0,True,cz,5,0
Proč se nedoporučuje nasazovat Operátora v rámci jmenného prostoru?,Přehled Operátorů,"Přehled Operátorů, Přehled Operátorů, Přehled Operátorů, ShinySOM, Ansys",1.0,True,cz,5,0
Co je Snakemake?,Snakemake,"Snakemake, Matlab, Tutorial pro Hello World, Scipion, Matlab",1.0,True,cz,5,0
Jaké jsou požadavky na instalaci Snakemake?,Snakemake,"Snakemake, Spuštění Virtuálního Stroje, Matlab, Scipion, MPI Operator",1.0,True,cz,5,0
Jaké jsou hlavní funkce Snakemake?,Snakemake,"Snakemake, Spark Operator, MPI Operator, Matlab, Matlab",1.0,True,cz,5,0
Jakým způsobem Snakemake pomáhá při správě workflow?,Snakemake,"Snakemake, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jaké jsou výhody použití Snakemake ve srovnání s jinými nástroji?,Snakemake,"Snakemake, Dockerfile, JupyterHub, Matlab, Rancher Aplikace",1.0,True,cz,5,0
Jaký program je doporučený pro bezpečné ukládání Kubernetes Secrets do gitu?,Ukládání Kubernetes Secrets do Gitu,"Ukládání Kubernetes Secrets do Gitu, Storing Kubernetes Secrets in Git, Ukládání Kubernetes Secrets do Gitu, Secrets pro úložiště, Spuštění Virtuálního Stroje",1.0,True,cz,4,1
"Jaké jsou hlavní důvody, proč není bezpečné ukládat Kubernetes Secrets přímo do git repozitáře?",Ukládání Kubernetes Secrets do Gitu,"Ukládání Kubernetes Secrets do Gitu, Storing Kubernetes Secrets in Git, Ukládání Kubernetes Secrets do Gitu, Postgres Operator Cloudnative-PG, Secrets pro úložiště",1.0,True,cz,4,1
Jakým způsobem je zajištěna bezpečnost Sealed Secretů proti zneužití v jiných namespaces?,Ukládání Kubernetes Secrets do Gitu,"Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Storing Kubernetes Secrets in Git, MinIO Operator",1.0,True,cz,4,1
Jaký je proces konverze Secretu na Sealed Secret?,Ukládání Kubernetes Secrets do Gitu,"Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Storing Kubernetes Secrets in Git, Storing Kubernetes Secrets in Git",1.0,True,cz,3,2
Jak se instaluje a používá kubeseal pro šifrování Secretů?,Ukládání Kubernetes Secrets do Gitu,"Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, MinIO Operator",1.0,True,cz,5,0
Jakým způsobem se konfiguruje soubor `.gitlab-ci.yml` pro automatické vytváření a publikaci Docker image?,Vytváření Docker kontejnerů s GitLab,"Vytváření Docker kontejnerů s GitLab, Dockerfile, Vytváření Docker kontejnerů s GitLab, Building Docker containers with Gitlab, Vytváření Docker kontejnerů s GitLab",1.0,True,cz,4,1
Jaké proměnné je nutné použít v GitLab pipeline pro přístup k GitLab Container Registry?,Vytváření Docker kontejnerů s GitLab,"Vytváření Docker kontejnerů s GitLab, Vytváření Docker kontejnerů s GitLab, Vytváření Docker kontejnerů s GitLab, Vytváření Docker kontejnerů s GitLab, Dockerfile",1.0,True,cz,5,0
Jak lze zjistit stav GitLab pipeline po provedení commitu?,Vytváření Docker kontejnerů s GitLab,"Vytváření Docker kontejnerů s GitLab, Vytváření Docker kontejnerů s GitLab, Vytváření Docker kontejnerů s GitLab, Building Docker containers with Gitlab, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,4,1
Jaké jsou požadavky pro nastavení GitLab pipeline pro vytváření Docker image?,Vytváření Docker kontejnerů s GitLab,"Vytváření Docker kontejnerů s GitLab, Vytváření Docker kontejnerů s GitLab, Vytváření Docker kontejnerů s GitLab, Dockerfile, Vytváření Docker kontejnerů s GitLab",1.0,True,cz,5,0
"Jaké kroky je nutné provést pro použití Docker image z GitLab Container Registry, pokud je projekt nastaven jako soukromý?",Vytváření Docker kontejnerů s GitLab,"Vytváření Docker kontejnerů s GitLab, Dockerfile, Vytváření Docker kontejnerů s GitLab, Vytváření Docker kontejnerů s GitLab, Vytváření Docker kontejnerů s GitLab",1.0,True,cz,5,0
Jak se nasazuje nová loggingová pipeline v Kubernetes clusteru?,Logging,"Logging, Logging, Logging, Spuštění Nextflow Pipelines v Kubernetes, Logging",1.0,True,cz,3,2
Jaké komponenty tvoří loggingovou pipeline v Kubernetes clusteru?,Logging,"Logging, Logging, Logging, Logging, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,3,2
Jaké logické operátory jsou podporovány příkazy `match` v `SyslogNGFlow`?,Logging,"Logging, Logging, Logging, Logging, Logging",1.0,True,cz,3,2
Jak mohu specifikovat namespace pro `SyslogNGFlow` a `SyslogNGOutput`?,Logging,"Logging, Logging, Logging, Logging, Logging",1.0,True,cz,3,2
Jakým způsobem se konfiguruje výstupní destinace logů v `SyslogNGOutput`?,Logging,"Logging, Logging, Logging, Logging, Logging",1.0,True,cz,3,2
"Jakým způsobem lze aplikaci ShinySOM odstranit, pokud ji již nepotřebujete?",ShinySOM,"ShinySOM, Ansys, ShinySOM, ShinySOM, Scipion",1.0,True,cz,5,0
Jaké kroky jsou potřebné k instalaci aplikace ShinySOM?,ShinySOM,"ShinySOM, ShinySOM, ShinySOM, RStudio, RStudio",1.0,True,cz,4,1
Jaké pravidlo platí pro výběr jména v rámci namespace při instalaci aplikace?,ShinySOM,"Ansys, ShinySOM, RStudio, ownCloud, Minio",2.0,True,cz,5,0
Jaké kroky je třeba podniknout pro přihlášení k běžící instanci aplikace ShinySOM?,ShinySOM,"ShinySOM, ShinySOM, RStudio, ShinySOM, RStudio",1.0,True,cz,4,1
"Co se stane s daty v domovském adresáři, pokud aplikaci ShinySOM odstraníte a později ji znovu nainstalujete?",ShinySOM,"Matlab, ShinySOM, Minio, Ansys, ownCloud",2.0,True,cz,5,0
Jaké jsou požadavky na CPU a paměť pro notebooky studentů?,NBGrader Docs,"JupyterHub, JupyterHub, JupyterHub, GPU a další zdroje, GPU a další zdroje",,False,cz,5,0
Jak mohou studenti vytvořit a spravovat pojmenované notebookové servery?,NBGrader Docs,"JupyterHub, JupyterHub, JupyterHub, JupyterHub, BinderHub",,False,cz,5,0
"Co by měl instruktor udělat, pokud byl dodatečně přidán jako instruktor do kurzu?",NBGrader Docs,"Žádost o projekt, řízení přístupu, Přehled Operátorů, Moodle, Přidání shellu do obrazu, který jej nemá, Žádost o projekt, řízení přístupu",,False,cz,5,0
Jaký je postup pro přidání studenta do kurzu na jupytul?,NBGrader Docs,"Žádost o projekt, řízení přístupu, Moodle, Moodle, JupyterHub, Žádost o projekt, řízení přístupu",,False,cz,5,0
Jaký je doporučený postup pro mazání notebooků po skončení práce?,NBGrader Docs,"JupyterHub, JupyterHub, JupyterHub, JupyterHub, JupyterHub",,False,cz,5,0
Jak importovat tunel ve WireGuard aplikaci na Windows?,VPN,"VPN, VPN, VPN, VPN, Wireguard",1.0,True,cz,2,3
Jak nainstalovat WireGuard na Windows a Linux?,VPN,"VPN, VPN, VPN, VPN, Wireguard",1.0,True,cz,2,3
Jak vytvořit konfigurační soubor pro Secure VPN na Windows?,VPN,"VPN, VPN, Spuštění Virtuálního Stroje, Samba Server, Úložiště",1.0,True,cz,4,1
Jak aktivovat a deaktivovat tunel ve WireGuard na Linuxu?,VPN,"VPN, VPN, VPN, VPN, Wireguard",1.0,True,cz,2,3
Jak zkontrolovat statistiky tunelu na Linuxu?,VPN,"VPN, VPN, Spuštění Nextflow Pipelines v Kubernetes, VPN, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,4,1
Jaké položky ve specifikaci `Certificate` určují cílové DNS názvy a název vydavatele certifikátu?,Certifikát,"Certifikát, Certifikát, Tutorial pro Hello World, Vystavování aplikací, Vystavování aplikací",1.0,True,cz,5,0
Proč je důležité mít certifikáty uloženy jako tajemství v Kubernetes?,Certifikát,"Ukládání Kubernetes Secrets do Gitu, Certifikát, Certifikát, Ukládání Kubernetes Secrets do Gitu, Secrets pro úložiště",2.0,True,cz,5,0
Jaký je rozdíl mezi `letsencrypt-prod` a `letsencrypt-stage`?,Certifikát,"Certifikát, Certificate, Certifikát, Vystavování aplikací, Vystavování aplikací",1.0,True,cz,4,1
"Který vydavatel certifikátů by měl být použit pro ne-webové aplikace, které vyžadují kontrolu pomocí DNS?",Certifikát,"Certifikát, Certifikát, Tutorial pro Hello World, Vystavování aplikací, Vystavování aplikací",1.0,True,cz,5,0
Jaký je účel použití protokolu ACME v Kubernetes pro správu certifikátů?,Certifikát,"Certifikát, Vystavování aplikací, Vystavování aplikací, Certifikát, Certificate",1.0,True,cz,4,1
"Proč by uživatelé neměli vytvářet Namespace pomocí `kubectl` nebo `helm`, ale raději používat uživatelské rozhraní Rancher?","Projekty, Namespaces a Kvóty","Namespaces, Projekty, Namespaces a Kvóty, Rancher, Namespaces, Rancher",2.0,True,cz,5,0
Jaký je postup pro změnu kvót zdrojů pro existující Namespace?,"Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Namespaces, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
"Co se stane, pokud běžící kontejner překročí limity Paměti?","Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, GPU a další zdroje, Projekty, Namespaces a Kvóty, GPU a další zdroje, Dockerfile",1.0,True,cz,5,0
Jaké jsou aktuálně aplikované kvóty pro CPU a Paměť na Osobní projekt a výchozí Namespace?,"Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, GPU a další zdroje, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
"Jaké jsou dvě možnosti, pokud uživatel chce vytvořit nový Namespace, ale nemůže rozšířit kvóty Osobního projektu?","Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Rancher, Namespaces",1.0,True,cz,5,0
Jaké jsou možnosti pro zachování dat při odinstalaci desktopové aplikace?,Desktop,"Ansys, Desktop, Minio, ownCloud, ShinySOM",2.0,True,cz,5,0
Jaké možnosti zobrazení jsou k dispozici při konfiguraci desktopové aplikace a jaké jsou jejich výhody?,Desktop,"Desktop, Desktop, Desktop, Desktop, Desktop",1.0,True,cz,5,0
Jaké jsou doporučené limity pro CPU při používání desktopové aplikace?,Desktop,"JupyterHub, ShinySOM, Desktop, Matlab, Desktop",3.0,True,cz,5,0
Jaké kroky jsou nutné k instalaci desktopové aplikace pomocí Rancher?,Desktop,"Desktop, Desktop, Scipion, Desktop, Rancher Aplikace",1.0,True,cz,4,1
"Co je nutné vyplnit ve formuláři při instalaci aplikace, pokud chcete použít zobrazení pomocí WEBRTC?",Desktop,"Desktop, Matlab, Ansys, Matlab, Desktop",1.0,True,cz,5,0
Jaké jsou hlavní komponenty architektury Nextflow pipeline a jak spolupracují?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jaké kroky jsou nezbytné pro spuštění Nextflow pipeline v Kubernetes?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jaké jsou doporučené kroky pro ladění a řešení problémů při spuštění Nextflow pipeline v Kubernetes?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jak nainstalovat specifickou verzi Nextflow na místním počítači?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jaké možnosti konfigurace jsou k dispozici v `nextflow.config` souboru pro spuštění v Kubernetes?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jaké jsou doporučení pro práci s perzistentními svazky v BinderHub?,BinderHub,"BinderHub, BinderHub, BinderHub, BinderHub, BinderHub",1.0,True,cz,4,1
Jaké jsou limity zdrojů pro uživatele na JupyterHub?,BinderHub,"BinderHub, JupyterHub, GPU a další zdroje, JupyterHub, JupyterHub",1.0,True,cz,5,0
Jak se autentizuje uživatel pro použití instance CERIT-SC BinderHub?,BinderHub,"BinderHub, Harbor (hub.cerit.io), BinderHub, Harbor (hub.cerit.io), BinderHub",1.0,True,cz,4,1
Jak lze specifikovat jiné množství zdrojů nebo připojit GPU v BinderHub?,BinderHub,"BinderHub, JupyterHub, GPU a další zdroje, GPU a další zdroje, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
"Co dělat, pokud dosáhnete limitu běžících projektů na BinderHub?",BinderHub,"BinderHub, BinderHub, BinderHub, Projekty, Namespaces a Kvóty, BinderHub",1.0,True,cz,5,0
Jak lze nainstalovat další software do virtuálního stroje?,Spuštění Virtuálního Stroje,"Spuštění Virtuálního Stroje, Desktop, Spuštění Virtuálního Stroje, Ansys, RStudio",1.0,True,cz,5,0
Jaké jsou požadavky pro spuštění virtuálního stroje?,Spuštění Virtuálního Stroje,"Spuštění Virtuálního Stroje, GPU a další zdroje, JupyterHub, Spuštění Virtuálního Stroje, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Jak vygenerovat SSH klíč na Linuxu/MacOS?,Spuštění Virtuálního Stroje,"Spuštění Virtuálního Stroje, Spuštění Virtuálního Stroje, Spuštění Virtuálního Stroje, Secrets pro úložiště, MinIO Operator",1.0,True,cz,5,0
Jaké obrazy Dockeru jsou k dispozici pro použití s SSH?,Spuštění Virtuálního Stroje,"Dockerfile, Přehled platformy kontejnerů, Přidání shellu do obrazu, který jej nemá, Harbor (hub.cerit.io), Dockerfile",,False,cz,5,0
Jak vytvořit a nasadit manifest pro jednoduchý virtuální stroj?,Spuštění Virtuálního Stroje,"Spuštění Virtuálního Stroje, Spuštění Virtuálního Stroje, Spuštění Virtuálního Stroje, Spuštění Virtuálního Stroje, JupyterHub",1.0,True,cz,5,0
"Co se stane s domovským adresářem, pokud aplikaci Ansys odinstaluji a později znovu nainstaluji?",Ansys,"Matlab, Minio, Ansys, Ansys, ownCloud",3.0,True,cz,5,0
Jaké jsou doporučené limity pro CPU při spuštění aplikace Ansys?,Ansys,"Ansys, Ansys, JupyterHub, Ansys, Matlab",1.0,True,cz,5,0
Jaký je postup pro připojení k běžící instanci Ansys pomocí VNC?,Ansys,"Ansys, Ansys, Matlab, Desktop, Ansys",1.0,True,cz,5,0
Jaké jsou možnosti zobrazení přístupu při instalaci Ansys a jaké jsou jejich výhody a nevýhody?,Ansys,"Ansys, Ansys, Ansys, Ansys, Ansys",1.0,True,cz,5,0
"Jaké kroky je třeba udělat, pokud instalace aplikace Ansys zdánlivě selže, ale ve skutečnosti funguje?",Ansys,"Ansys, Ansys, Ansys, Ansys, Rancher Aplikace",1.0,True,cz,5,0
Jaké hardwarové architektury a akcelerátory platforma podporuje?,Přehled platformy kontejnerů,"Přehled platformy kontejnerů, Dostupný hardware, Dostupný hardware, Matlab, Ansys",1.0,True,cz,5,0
Jaké orchestrátory a kontejnerové obrazy jsou použity na platformě kontejnerů?,Přehled platformy kontejnerů,"Přehled platformy kontejnerů, Vytváření Docker kontejnerů s GitLab, Harbor (hub.cerit.io), Vytváření Docker kontejnerů s GitLab, Přehled platformy kontejnerů",1.0,True,cz,5,0
"Jaké jsou tři způsoby, jak může uživatel využívat platformu kontejnerů?",Přehled platformy kontejnerů,"Přehled platformy kontejnerů, Přehled platformy kontejnerů, Přehled platformy kontejnerů, Projekty, Namespaces a Kvóty, Dockerfile",1.0,True,cz,5,0
