question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
Jaký je kontaktní email pro požadavkový systém?,Kontakty,"Kontakty, Žádost o projekt, řízení přístupu, Ansys, Contacts, Matlab",1.0,True,cz,4,1
Kdo je zodpovědný za správu požadavkového systému?,Kontakty,"Žádost o projekt, řízení přístupu, Ansys, Matlab, Kontakty, Žádost o projekt, řízení přístupu",4.0,True,cz,5,0
Jaké informace jsou k dispozici ohledně požadavkového systému?,Kontakty,"Matlab, ShinySOM, Ansys, Harbor (hub.cerit.io), Desktop",,False,cz,5,0
Kde mohu najít další informace o požadavkovém systému?,Kontakty,"Matlab, Ansys, ShinySOM, Desktop, Harbor (hub.cerit.io)",,False,cz,5,0
Jaké jsou postupy pro připojení síťového disku Samba na různých operačních systémech?,Samba Server,"Samba Server, Samba Server, Samba Server, Samba Server, Samba Server",1.0,True,cz,5,0
Jaké údaje je potřeba zadat při připojování k Samba serveru na Windows?,Samba Server,"Samba Server, Samba Server, Samba Server, Samba Server, RStudio",1.0,True,cz,5,0
Jaké jsou požadavky pro fungování Samba serveru v Kubernetes?,Samba Server,"Samba Server, Dostupný hardware, Samba Server, Omezení spouštění Docker obrazů, MinIO Operator",1.0,True,cz,5,0
Jaký formát má URL adresa pro přístup k síťovému disku přes Samba server?,Samba Server,"Samba Server, Samba Server, Samba Server, Samba Server, Samba Server",1.0,True,cz,5,0
Jaké kroky je potřeba provést pro instalaci Samba serveru pomocí GUI Rancher?,Samba Server,"Samba Server, Samba Server, Samba Server, Scipion, Samba Server",1.0,True,cz,4,1
Jak vytvoříte ad-hoc PVC pomocí šablony pvc.yaml?,Úložiště,"Úložiště, Úložiště, Jak spustit webový server NGINX, Úložiště, Storage",1.0,True,cz,4,1
Jaké informace jsou potřeba pro přístup k úložišti WebDAV prostřednictvím PVC?,Úložiště,"Úložiště, Úložiště, Úložiště, Úložiště, Samba Server",1.0,True,cz,5,0
Jaké jsou rozdíly mezi ephemeral úložištěm z místního disku a místní paměti?,Úložiště,"Úložiště, Storage, Úložiště, Spuštění Virtuálního Stroje, GPU a další zdroje",1.0,True,cz,4,1
Jaké jsou tři hlavní objekty Kubernetes související s úložištěm?,Úložiště,"Úložiště, Dostupný hardware, Tutorial pro Hello World, Tutorial pro Hello World, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Jaké typy úložiště nabízí Kubernetes pro dynamické vytváření objemů?,Úložiště,"Úložiště, Projekty, Namespaces a Kvóty, Dostupný hardware, Úložiště, Tutorial pro Hello World",1.0,True,cz,5,0
Jaké údaje je třeba vyplnit při přizpůsobení aplikace phpMyAdmin?,phpMyAdmin,"phpMyAdmin, phpMyAdmin, Moodle, Moodle, ShinySOM",1.0,True,cz,5,0
Jaké kroky jsou potřeba k instalaci aplikace phpMyAdmin?,phpMyAdmin,"phpMyAdmin, phpMyAdmin, phpMyAdmin, phpMyAdmin, Moodle",1.0,True,cz,4,1
Jakým způsobem lze aplikaci phpMyAdmin odinstalovat?,phpMyAdmin,"phpMyAdmin, phpMyAdmin, phpMyAdmin, Ansys, phpMyAdmin",1.0,True,cz,4,1
Jak se přihlásit na platformu potřebnou ke spuštění phpMyAdmin?,phpMyAdmin,"phpMyAdmin, phpMyAdmin, Moodle, Moodle, Moodle",1.0,True,cz,5,0
Jaké informace je nutné zadat při přihlašování do phpMyAdmin?,phpMyAdmin,"phpMyAdmin, phpMyAdmin, Moodle, Moodle, Minio",1.0,True,cz,5,0
Jaké výchozí kvóty jsou přiřazeny skupinovému projektu?,"Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Žádost o projekt, řízení přístupu, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Žádost o projekt, řízení přístupu",1.0,True,cz,5,0
"Jaké informace musíte poskytnout, pokud chcete vytvořit novou skupinu pro řízení přístupu?","Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Žádost o projekt, řízení přístupu, Žádost o projekt, řízení přístupu, Žádost o projekt, řízení přístupu, Postgres Operator Cloudnative-PG",1.0,True,cz,5,0
"Kde je potřeba se přihlásit, abyste mohli spravovat přístup k projektům v Rancheru?","Žádost o projekt, řízení přístupu","Secrets pro úložiště, Žádost o projekt, řízení přístupu, Žádost o projekt, řízení přístupu, Rancher, Žádost o projekt, řízení přístupu",2.0,True,cz,5,0
Jaký je proces přiřazení skupiny k projektu v systému Perun?,"Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Žádost o projekt, řízení přístupu, Žádost o projekt, řízení přístupu, Requesting a Project, Access Control, Žádost o projekt, řízení přístupu",1.0,True,cz,4,1
Jaké jsou dva typy projektů rozlišované v Kubernetes clusteru?,"Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Projekty, Namespaces a Kvóty, Rancher, Rancher, Přehled Operátorů",1.0,True,cz,5,0
Kde lze stáhnout skript `add_shell.sh` potřebný pro přidání shellu do obrazu?,"Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Přidání shellu do obrazu, který jej nemá, Add shell to an image without one, Dockerfile, Dockerfile",1.0,True,cz,4,1
Jaké jsou požadavky pro přidání shellu do existujícího obrazu?,"Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Přidání shellu do obrazu, který jej nemá, Dockerfile, Dockerfile, Harbor (hub.cerit.io)",1.0,True,cz,5,0
"Jaké jsou důvody, proč některé obrazy neobsahují shell?","Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Dockerfile",1.0,True,cz,5,0
"Co je nutné udělat, pokud chcete používat upravený obraz s přidaným shellem v Kubernetes?","Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Přidání shellu do obrazu, který jej nemá, Tutorial pro Hello World, Dockerfile, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Jaké kroky je třeba provést pro spuštění skriptu `add_shell.sh`?,"Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Přidání shellu do obrazu, který jej nemá, JupyterHub, MPI Operator, Dockerfile",1.0,True,cz,5,0
Proč není doporučeno vytvářet namespaces pomocí kubectl?,Namespaces,"Namespaces, Namespaces, Rancher, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Kde může uživatel zkontrolovat své namespaces v Rancher?,Namespaces,"Rancher, Rancher, Namespaces, Namespaces, Projekty, Namespaces a Kvóty",3.0,True,cz,5,0
Co je účelem namespaces v Kubernetes?,Namespaces,"Namespaces, Rancher, Namespaces, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
"Jaké kroky by měl uživatel podniknout, pokud nevidí osobní projekt a namespace po přihlášení do Rancher GUI?",Namespaces,"Namespaces, Secrets pro úložiště, Rancher, Scipion, Minio",1.0,True,cz,5,0
Proč by jména namespaces měla být jedinečná v rámci clusteru?,Namespaces,"Namespaces, Rancher, Rancher, Projekty, Namespaces a Kvóty, Namespaces",1.0,True,cz,5,0
Jaké jsou požadované anotace pro integraci E-infra SSO do ingress?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Bezpečnost a síťová politika, Bezpečnost a síťová politika, Spark Operator, Vystavování aplikací",1.0,True,cz,5,0
Jaké změny by měly být provedeny v YAML souborech pro správnou konfiguraci SSO s ingress?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Bezpečnost a síťová politika, Bezpečnost a síťová politika, Bezpečnost a síťová politika, Tutorial pro Hello World",1.0,True,cz,5,0
Jaké jsou bezpečnostní nedostatky základní autentizace nebo oauth na ingress?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Vystavování aplikací, Bezpečnost a síťová politika, Vystavování aplikací, Bezpečnost a síťová politika",1.0,True,cz,5,0
Jak nakonfigurovat SSO endpoint pro použití s ingress?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Bezpečnost a síťová politika, Vystavování aplikací, Bezpečnost a síťová politika, Bezpečnost a síťová politika",1.0,True,cz,5,0
Jak může být chyba v autentizaci zmírněna pomocí síťové politiky?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Vystavování aplikací, MinIO Operator, Bezpečnost a síťová politika, Postgres Operator Cloudnative-PG",1.0,True,cz,5,0
"Jak lze přidělit větší kvóty zdrojů, než jsou výchozí pro osobní projekt?","Projekty, Namespaces a Kvóty","Žádost o projekt, řízení přístupu, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Žádost o projekt, řízení přístupu",2.0,True,cz,5,0
Jaké jsou důsledky překročení limitů zdrojů pro běžící kontejner?,"Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, GPU a další zdroje, FAQ, GPU a další zdroje",1.0,True,cz,5,0
Jaké dva druhy kvót zdrojů používá Kubernetes?,"Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, GPU a další zdroje, Dostupný hardware, FAQ, Žádost o projekt, řízení přístupu",1.0,True,cz,5,0
Jaký je správný postup pro vytvoření nového namespace pomocí uživatelského rozhraní Rancher?,"Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, Namespaces, Namespaces, Rancher, Rancher",1.0,True,cz,5,0
Jaké kvóty jsou nastaveny pro osobní projekt a výchozí namespace?,"Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Rancher, Namespaces",1.0,True,cz,5,0
Jaké kroky je třeba provést pro odstranění běžící instance aplikace Ansys?,Ansys,"Ansys, Ansys, Ansys, Ansys, Rancher Aplikace",1.0,True,cz,5,0
"Jaký je maximální počet CPU, který lze vybrat při instalaci, aniž by bylo nutné žádat o zvýšení limitu?",Ansys,"JupyterHub, ShinySOM, Matlab, JupyterHub, Desktop",,False,cz,5,0
Jaké možnosti připojení jsou k dispozici pro přístup k aplikaci Ansys po její instalaci?,Ansys,"Ansys, Ansys, Ansys, Ansys, Ansys",1.0,True,cz,5,0
Jaké kroky jsou potřebné pro spuštění aplikace Ansys pomocí Rancher?,Ansys,"Ansys, Rancher Aplikace, Ansys, Ansys, Scipion",1.0,True,cz,4,1
"Jak lze zajistit, aby domovský adresář aplikace Ansys zůstal zachován i po jejím odstranění?",Ansys,"Matlab, Minio, Ansys, Ansys, Ansys",3.0,True,cz,5,0
Jaký bezpečnostní kontext je potřeba pro spuštění NGINX na multitenantní Kubernetes platformě?,Jak spustit webový server NGINX,"Jak spustit webový server NGINX, Bezpečnost a síťová politika, How to Run NGINX Web Server, Vystavování aplikací, Jak spustit webový server NGINX",1.0,True,cz,4,1
"Co je potřeba upravit v manifestu nasazení, aby byl použit existující PVC?",Jak spustit webový server NGINX,"Bezpečnostní Kontext, Jak spustit webový server NGINX, Úložiště, Spuštění aplikace Omero, Spuštění Virtuálního Stroje",2.0,True,cz,5,0
Jaká jsou správná ID uživatele a skupiny pro spuštění image `nginx-unprivileged`?,Jak spustit webový server NGINX,"Jak spustit webový server NGINX, How to Run NGINX Web Server, Jak spustit webový server NGINX, Dockerfile, Jak spustit webový server NGINX",1.0,True,cz,4,1
"Jaké je referenční ID pro neprivilegovaný docker image NGINX, který je kompatibilní s danou platformou?",Jak spustit webový server NGINX,"Jak spustit webový server NGINX, How to Run NGINX Web Server, Jak spustit webový server NGINX, How to Run NGINX Web Server, Jak spustit webový server NGINX",1.0,True,cz,3,2
Jaký port používá NGINX ve službě a jaký aplikační štítek je potřebný pro směrování provozu do běžícího Podu?,Jak spustit webový server NGINX,"Jak spustit webový server NGINX, Jak spustit webový server NGINX, Jak spustit webový server NGINX, Jak spustit webový server NGINX, Vystavování aplikací",1.0,True,cz,5,0
Jak se píší pravidla v Snakemake?,Snakemake,"Snakemake, Tutorial pro Hello World, Tutorial pro Hello World, Spuštění Virtuálního Stroje, Spark Operator",1.0,True,cz,5,0
Jaké jsou základní funkce Snakemake?,Snakemake,"Snakemake, RStudio, JupyterHub, Spark Operator, Dockerfile",1.0,True,cz,5,0
Jak Snakemake zpracovává závislosti mezi úlohami?,Snakemake,"Snakemake, JupyterHub, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, MPI Operator",1.0,True,cz,5,0
Jaké jsou nejlepší praktiky pro organizaci projektů v Snakemake?,Snakemake,"Snakemake, Žádost o projekt, řízení přístupu, Rancher Aplikace, Žádost o projekt, řízení přístupu, Rancher",1.0,True,cz,5,0
Jak začít s instalací Snakemake?,Snakemake,"Matlab, Snakemake, Matlab, Spuštění Virtuálního Stroje, RStudio",2.0,True,cz,5,0
Jakým způsobem lze zvýšit bezpečnost přístupu k MinIO úložišti pomocí síťové politiky?,MinIO Operator,"MinIO Operator, MinIO Operator, Vystavování aplikací, Postgres Operator Cloudnative-PG, MinIO Operator",1.0,True,cz,5,0
Jaké jsou základní kroky pro nasazení jediné instance MinIO Tenanta pomocí MinIO Operatora?,MinIO Operator,"MinIO Operator, MinIO Operator, Minio, MPI Operator, MinIO Operator",1.0,True,cz,4,1
Jaké jsou specifikace pro vytvoření uživatelského tajného klíče pro MinIO Tenanta?,MinIO Operator,"MinIO Operator, MinIO Operator, Minio, Secrets pro úložiště, MinIO Operator",1.0,True,cz,5,0
Jak je možné dekódovat `access_key` a `secret_key` pro MinIO Tenanta pomocí příkazové řádky?,MinIO Operator,"MinIO Operator, MinIO Operator, Vystavování aplikací, Postgres Operator Cloudnative-PG, Ukládání Kubernetes Secrets do Gitu",1.0,True,cz,5,0
Jaké služby jsou automaticky vytvořeny pro přístup k MinIO úložišti S3 a k čemu slouží?,MinIO Operator,"MinIO Operator, Minio, Minio, MinIO Operator, MinIO Operator",1.0,True,cz,5,0
Jaký je rozdíl mezi použitím VNC a WEBRTC při připojování k běžící instanci aplikace?,Desktop,"Desktop, Desktop, Ansys, Matlab, Desktop",1.0,True,cz,5,0
Jak se přihlásím do desktopové aplikace pomocí VNC?,Desktop,"Desktop, Ansys, Matlab, Desktop, Desktop",1.0,True,cz,5,0
Jak mohu připojit externí úložiště k desktopové aplikaci?,Desktop,"Desktop, RStudio, Ansys, Desktop, Desktop",1.0,True,cz,5,0
Jaké jsou možnosti pro výběr zobrazovacího protokolu při instalaci desktopové aplikace?,Desktop,"Desktop, Desktop, Desktop, Ansys, Desktop",1.0,True,cz,5,0
"Co se stane, pokud aplikaci odstraním a později nainstaluji pod stejným názvem?",Desktop,"Ansys, ShinySOM, ownCloud, ShinySOM, Minio",,False,cz,5,0
Jaký je formát zakódovaných dat v YAML souboru pro Kubernetes Secret?,Ukládání Kubernetes Secrets do Gitu,"Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Storing Kubernetes Secrets in Git, Ukládání Kubernetes Secrets do Gitu, Storing Kubernetes Secrets in Git",1.0,True,cz,3,2
Jaký je proces převodu Kubernetes Secret na Sealed Secret pomocí kubeseal?,Ukládání Kubernetes Secrets do Gitu,"Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Storing Kubernetes Secrets in Git, Ukládání Kubernetes Secrets do Gitu",1.0,True,cz,4,1
Jaká jsou klíčová bezpečnostní opatření implementována prostřednictvím Sealed Secrets?,Ukládání Kubernetes Secrets do Gitu,"Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, MinIO Operator, Ukládání Kubernetes Secrets do Gitu",1.0,True,cz,5,0
Jaký je účel použití nástroje kubeseal při práci s Kubernetes Secrets?,Ukládání Kubernetes Secrets do Gitu,"Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, MinIO Operator, Secrets pro úložiště, Postgres Operator Cloudnative-PG",1.0,True,cz,5,0
Jakým způsobem je zajištěna bezpečnost dat v Kubernetes Secrets při jejich ukládání do git repozitáře?,Ukládání Kubernetes Secrets do Gitu,"Ukládání Kubernetes Secrets do Gitu, Ukládání Kubernetes Secrets do Gitu, Storing Kubernetes Secrets in Git, Postgres Operator Cloudnative-PG, MinIO Operator",1.0,True,cz,4,1
Jak se postupuje při výběru konkrétní verze aplikace ownCloud k instalaci?,ownCloud,"ownCloud, ownCloud, ownCloud, ownCloud, Minio",1.0,True,cz,5,0
Jaké jsou důležité podmínky pro synchronizaci dat pomocí klienta ownCloud?,ownCloud,"ownCloud, ownCloud, ownCloud, ownCloud, Minio",1.0,True,cz,5,0
"Jakým způsobem lze zkontrolovat, zda je připojený vzdálený souborový systém k domovskému adresáři?",ownCloud,"Samba Server, Matlab, Samba Server, Minio, ownCloud",5.0,True,cz,5,0
Jak lze odstranit běžící instanci aplikace ownCloud a co se stane s daty v domovském adresáři?,ownCloud,"ownCloud, ownCloud, Ansys, ShinySOM, Matlab",1.0,True,cz,5,0
"Co je třeba udělat, pokud je potřeba nainstalovat aplikaci ownCloud?",ownCloud,"ownCloud, ownCloud, ownCloud, ownCloud, Minio",1.0,True,cz,5,0
Jaký je postup pro instalaci aplikace ShinySOM?,ShinySOM,"ShinySOM, ShinySOM, ShinySOM, RStudio, RStudio",1.0,True,cz,4,1
Jak se přihlásit na platformu Rancher před instalací ShinySOM?,ShinySOM,"ShinySOM, Scipion, Secrets pro úložiště, RStudio, RStudio",1.0,True,cz,5,0
Jaké jsou doporučení pro nastavení hesla při instalaci ShinySOM?,ShinySOM,"ShinySOM, ShinySOM, ShinySOM, RStudio, ShinySOM",1.0,True,cz,4,1
"Co se stane s daty v domovském adresáři, když je aplikace ShinySOM odstraněna a znovu nainstalována?",ShinySOM,"Matlab, ShinySOM, Minio, Ansys, ShinySOM",2.0,True,cz,4,1
"Co je potřeba udělat, pokud chcete odstranit běžící instanci ShinySOM?",ShinySOM,"ShinySOM, ShinySOM, RStudio, ShinySOM, Scipion",1.0,True,cz,5,0
"Jaký je postup, pokud student vidí zprávu ""Access denied""?",NBGrader Docs,"Moodle, JupyterHub, Matlab, RStudio, Ansys",,False,cz,5,0
Jak mohou studenti spravovat své notebookové servery?,NBGrader Docs,"JupyterHub, JupyterHub, JupyterHub, JupyterHub, JupyterHub",,False,cz,5,0
Jaké jsou požadavky na výpočetní zdroje pro studenty?,NBGrader Docs,"JupyterHub, Matlab, Žádost o projekt, řízení přístupu, ShinySOM, Ansys",,False,cz,5,0
Jaké jsou doporučené postupy pro vytváření assignments?,NBGrader Docs,"Žádost o projekt, řízení přístupu, Žádost o projekt, řízení přístupu, Projekty, Namespaces a Kvóty, Projekty, Namespaces a Kvóty, Postgres Operator Cloudnative-PG",,False,cz,5,0
Jaký je postup pro přidání studenta do kurzu?,NBGrader Docs,"Žádost o projekt, řízení přístupu, Moodle, Moodle, Žádost o projekt, řízení přístupu, Matlab",,False,cz,5,0
Jaký je rozdíl mezi použitím příkazových možností `-head-image` a `-pod-image` při spuštění Nextflow pipeline v Kubernetes?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jaké kroky jsou potřeba k instalaci Nextflow na místním počítači?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jaká je role řídícího modulu workflow a pracovníků v architektuře Nextflow?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jaké jsou požadavky na konfiguraci Kubernetes pro spuštění Nextflow pipeline?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jaké jsou doporučené postupy při řešení problémů s běžícími úlohami v Kubernetes pomocí příkazů `kubectl`?,Spuštění Nextflow Pipelines v Kubernetes,"Rancher, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Kubectl, Projekty, Namespaces a Kvóty",2.0,True,cz,5,0
Jaké typy objektů lze vytvořit na webové stránce pro generování tajemství?,Secrets pro úložiště,"Secrets pro úložiště, Secrets pro úložiště, Secrets pro úložiště, Úložiště, Tutorial pro Hello World",1.0,True,cz,5,0
Jaké jsou požadavky před použitím služby pro generování tajemství?,Secrets pro úložiště,"Secrets pro úložiště, Vystavování aplikací, MinIO Operator, Postgres Operator Cloudnative-PG, Secrets pro úložiště",1.0,True,cz,5,0
"Co je potřeba udělat, pokud se vaše kerberos jméno nespojí automaticky s Rancher účtem?",Secrets pro úložiště,"Secrets pro úložiště, Rancher, Storage Secrets, Scipion, Secrets pro úložiště",1.0,True,cz,4,1
Jaký je postup pro výběr prostoru názvů při generování objektů?,Secrets pro úložiště,"Ansys, Ansys, Ansys, Matlab, Projekty, Namespaces a Kvóty",,False,cz,5,0
Jak lze použít vygenerovaná tajemství s aplikací Matlab?,Secrets pro úložiště,"Matlab, Secrets pro úložiště, Matlab, Matlab, Matlab",2.0,True,cz,5,0
Jaké jsou hlavní výhody používání Harboru oproti veřejným registrům jako hub.docker.com?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Přehled platformy kontejnerů",1.0,True,cz,5,0
Jakým způsobem mohou uživatelé spravovat nebo mazat své artefakty na Harboru?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,cz,5,0
Jaký je maximální limit pro ukládání artefaktů v osobním projektu uživatele na Harboru?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Projekty, Namespaces a Kvóty, Harbor (hub.cerit.io), Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
"Jaké možnosti mají uživatelé Harboru, pokud chtějí přidat informace o svém obrazu pro veřejné projekty?",Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,cz,5,0
Jaký je postup pro přihlášení do Harboru přes příkazový řádek?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Secrets pro úložiště",1.0,True,cz,5,0
Jakým způsobem je možné povolit automatické zálohy do S3 úložiště pomocí Postgres Operator?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Spuštění aplikace Omero, Postgres Operator Cloudnative-PG",1.0,True,cz,5,0
Jak lze použít vlastní přihlašovací údaje k databázi v manifestu clusteru?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Moodle",1.0,True,cz,5,0
Jaké kroky jsou potřebné pro přístup k databázi z externího světa mimo Kubernetes cluster?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, MinIO Operator",1.0,True,cz,5,0
