question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
"Where can you find the option to limit charts only to ""cerit-sc""?",Rancher Applications,"Matlab, Desktop, Ansys, RStudio, Scipion",,False,en,0,5
What should you do if you need more than the default CPU quota in Rancher Applications?,Rancher Applications,"Rancher Applications, Desktop, RStudio, Exposing Applications, Ansys",1.0,True,en,0,5
Which application's selection process is illustrated in the screenshot?,Rancher Applications,"Rancher Applications, Minio, Ansys, Desktop, ShinySOM",1.0,True,en,0,5
What is the purpose of the Personal Monitoring application?,Personal Monitoring,"Personal Monitoring, Osobní monitorování, Personal Monitoring, Minio, ShinySOM",1.0,True,en,1,4
Can you change the deployed chart name during installation?,Personal Monitoring,"Matlab, Desktop, Scipion, Ansys, Minio",,False,en,0,5
How do you start the installation process for Personal Monitoring?,Personal Monitoring,"Personal Monitoring, Osobní monitorování, Personal Monitoring, Minio, Matlab",1.0,True,en,1,4
What should you do after clicking the Grafana link to access your monitoring instance?,Personal Monitoring,"Personal Monitoring, Personal Monitoring, Osobní monitorování, Osobní monitorování, phpMyAdmin",1.0,True,en,2,3
Where can you find the web address to access your personal Grafana instance?,Personal Monitoring,"Personal Monitoring, Personal Monitoring, Matlab, Desktop, Spark Operator",1.0,True,en,0,5
What is a necessary condition before installing a Samba server?,Samba Server,"Samba Server, Samba Server, Samba Server, Samba Server, Samba Server",1.0,True,en,3,2
How do you form the final URL to access the Samba server?,Samba Server,"Samba Server, Samba Server, Samba Server, Samba Server, Samba Server",1.0,True,en,1,4
How can you access the network drive on a Windows operating system?,Samba Server,"Samba Server, Samba Server, Samba Server, Samba Server, Samba Server",1.0,True,en,2,3
What is the purpose of a Samba server in a Kubernetes environment?,Samba Server,"Samba Server, Samba Server, Samba Server, Available Hardware, Samba Server",1.0,True,en,2,3
What steps are needed to connect to the Samba server on a MacOS?,Samba Server,"Samba Server, Samba Server, Samba Server, Samba Server, Samba Server",1.0,True,en,2,3
What information can be added in the 'Info' tab of a repository in Harbor?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,en,1,4
How can users log into Harbor using a command line interface?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,en,1,4
What should users avoid including in their Docker images due to accessibility issues?,Harbor (hub.cerit.io),"Welcome to the CERIT-SC Kubernetes Container Platform, Limitations of Running Docker Images, Limitations of Running Docker Images, Dockerfile, Dockerfile",,False,en,0,5
How can users manage artifacts in Harbor to reclaim storage space?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,en,1,4
What is the main advantage of using Harbor over hub.docker.com?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,en,1,4
What are the sections available on the Foldify Dashboard after logging in?,Foldify,"Foldify, News, Foldify, Foldify, Foldify",1.0,True,en,0,5
How can I access Foldify and what is required for login?,Foldify,"Foldify, News, Foldify, Harbor (hub.cerit.io), Foldify",1.0,True,en,0,5
What information is displayed in the Molstar viewer on the Results page?,Foldify,"Foldify, Foldify, Foldify, Foldify, Foldify",1.0,True,en,0,5
How can I view and download the results of my computed jobs in Foldify?,Foldify,"Foldify, Foldify, Foldify, Foldify, Foldify",1.0,True,en,0,5
What steps must be taken to access AlphaFold3 on Foldify?,Foldify,"News, Foldify, Foldify, Foldify, Foldify",2.0,True,en,0,5
What should you do if the GitLab runner pod is in the `ImagePullbackOff` state?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes",1.0,True,en,0,5
How can you check if the deployment of a GitLab runner in Kubernetes was successful?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes",1.0,True,en,0,5
What steps are necessary to upgrade an existing GitLab runner to a new version?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes",1.0,True,en,0,5
How can you securely store GitLab tokens when setting up a GitLab runner in Kubernetes?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, Storing Kubernetes Secrets in Git",1.0,True,en,0,5
What are the prerequisites needed to set up a GitLab runner in a Kubernetes cluster?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes",1.0,True,en,0,5
How do I install WireGuard on a Windows system to use Secure VPN?,VPN,"VPN, VPN, VPN, Wireguard, VPN",1.0,True,en,2,3
How can I check the status of my VPN tunnel on a Linux system?,VPN,"VPN, VPN, VPN, VPN, Postgres Operator Cloudnative-PG",1.0,True,en,2,3
What steps do I need to follow to set up Secure VPN on a Linux based OS?,VPN,"VPN, VPN, VPN, JupyterHub, JupyterHub",1.0,True,en,1,4
What is the procedure for creating a VPN configuration file on Windows?,VPN,"VPN, VPN, VPN, RStudio, Samba Server",1.0,True,en,2,3
How can I activate a VPN tunnel on a Windows device using WireGuard?,VPN,"VPN, VPN, VPN, VPN, Wireguard",1.0,True,en,2,3
What are the three Kubernetes resources required to deploy the app in this tutorial?,Hello world tutorial,"Hello world tutorial, Tutorial pro Hello World, Hello world tutorial, Hello world tutorial, Hello world tutorial",1.0,True,en,1,4
How can you verify the status of deployed resources in a specific namespace using `kubectl`?,Hello world tutorial,"Hello world tutorial, GitLab Kubernetes Agent, Namespaces, Projects, Namespaces, and Quotas, Hello world tutorial",1.0,True,en,0,5
What should you do if you encounter a 'Config not found' error message when deploying resources?,Hello world tutorial,"FAQ, Hello world tutorial, FAQ, GitLab Kubernetes Agent, FAQ",2.0,True,en,1,4
How can you expose a Kubernetes service as a network service in this tutorial?,Hello world tutorial,"Hello world tutorial, Tutorial pro Hello World, How to Run NGINX Web Server, Hello world tutorial, Exposing Applications",1.0,True,en,1,4
What is the purpose of the `securityContext` in the `Deployment` specification?,Hello world tutorial,"Security Context, Security Context, FAQ, Bezpečnostní Kontext, Hello world tutorial",5.0,True,en,1,4
"Which database is suggested for use with Omero, and how is it deployed in Kubernetes?",Use case Omero,"Use case Omero, Use case Omero, Spuštění aplikace Omero, Spuštění aplikace Omero, Use case Omero",1.0,True,en,2,3
What steps are needed to make the Omero web interface accessible from the internet?,Use case Omero,"Use case Omero, Use case Omero, Use case Omero, Use case Omero, Spuštění aplikace Omero",1.0,True,en,1,4
What are the two main requirements for running the Omero application in Kubernetes?,Use case Omero,"Use case Omero, Use case Omero, Spuštění aplikace Omero, Spuštění aplikace Omero, Use case Omero",1.0,True,en,2,3
How do you create a secret for the Postgres database user and password for Omero?,Use case Omero,"Use case Omero, Spuštění aplikace Omero, Use case Omero, Use case Omero, Use case Omero",1.0,True,en,1,4
What are the necessary environment variables for deploying the Omero server in Kubernetes?,Use case Omero,"Use case Omero, Use case Omero, Use case Omero, Use case Omero, Use case Omero",1.0,True,en,0,5
What is a prerequisite for the Minio server to access data from an application pod?,Minio,"Minio, Minio, MinIO Operator, MinIO Operator, MinIO Operator",1.0,True,en,1,4
How do you log in to the Rancher platform to start setting up a personal Minio server?,Minio,"Minio, Minio, Minio, Minio, Storage Secrets",1.0,True,en,1,4
How do you delete a running instance of the Minio application if it's no longer needed?,Minio,"Minio, Ansys, ShinySOM, Moodle, Minio",1.0,True,en,0,5
"What protocol can be used to transfer data to a Minio server, apart from the web interface?",Minio,"Minio, Minio, Minio, Minio, MinIO Operator",1.0,True,en,1,4
How can you ensure that the Minio application uses the correct Namespace during installation?,Minio,"Minio, Minio, Minio, Minio, MinIO Operator",1.0,True,en,0,5
What steps are needed to start a custom JupyterLab environment with a personalized name?,JupyterHub,"JupyterHub, JupyterHub, JupyterHub, JupyterHub, JupyterHub",1.0,True,en,0,5
How can I access JupyterHub on the hub.cloud.e-infra.cz platform?,JupyterHub,"JupyterHub, JupyterHub, JupyterHub, RStudio, BinderHub",1.0,True,en,2,3
What types of pre-configured Docker images are available for different computational requirements in JupyterHub?,JupyterHub,"JupyterHub, JupyterHub, JupyterHub, Welcome to the CERIT-SC Kubernetes Container Platform, JupyterHub",1.0,True,en,0,5
How does the shutdown mechanism work for unused Jupyter notebook instances in JupyterHub?,JupyterHub,"JupyterHub, BinderHub, JupyterHub, BinderHub, JupyterHub",1.0,True,en,1,4
What is the process for sharing a Jupyter notebook with another user or using it from another browser session?,JupyterHub,"JupyterHub, JupyterHub, JupyterHub, JupyterHub, JupyterHub",1.0,True,en,0,5
What action is required from users due to the change from Pod Security Policy (PSP) to Pod Security Admission (PSA)?,Security Context,"Security Context, Bezpečnostní Kontext, Security Context, Security Context, FAQ",1.0,True,en,1,4
Where should security options be specified in a Kubernetes deployment manifest?,Security Context,"Security Context, Security Context, Security Context, How to Run NGINX Web Server, Running Virtual Machine",1.0,True,en,0,5
What are the important new options for the Container security context that need to be added to prevent deployment failures?,Security Context,"Security Context, Security Context, Bezpečnostní Kontext, Security Context, FAQ",1.0,True,en,1,4
What are the important new options for the Pod security context mentioned in the document?,Security Context,"Security Context, Security Context, Security Context, Bezpečnostní Kontext, FAQ",1.0,True,en,1,4
What is the deprecation change introduced in Kubernetes version 1.25 regarding security policies?,Security Context,"Security Context, Bezpečnostní Kontext, Security Context, Security and Network Policy, Security Context",1.0,True,en,1,4
What error will you encounter if a Docker image does not have a numeric UID?,Limitations of Running Docker Images,"Limitations of Running Docker Images, Limitations of Running Docker Images, Dockerfile, Omezení spouštění Docker obrazů, Dockerfile",1.0,True,en,1,4
"How can you specify a user for a Docker image to run as, if you can't use root?",Limitations of Running Docker Images,"Limitations of Running Docker Images, Limitations of Running Docker Images, Dockerfile, Omezení spouštění Docker obrazů, Omezení spouštění Docker obrazů",1.0,True,en,2,3
What is the consequence of not specifying a USER in the Dockerfile or runAsUser in YAML?,Limitations of Running Docker Images,"Limitations of Running Docker Images, Limitations of Running Docker Images, Dockerfile, Omezení spouštění Docker obrazů, Dockerfile",1.0,True,en,1,4
How can you work around the limitation of not being able to write to certain directories like /var/log in a Docker container?,Limitations of Running Docker Images,"Limitations of Running Docker Images, Limitations of Running Docker Images, Add shell to an image without one, Dockerfile, Limitations of Running Docker Images",1.0,True,en,0,5
What are the limitations of running Docker images without root privileges on the container platform?,Limitations of Running Docker Images,"Limitations of Running Docker Images, Limitations of Running Docker Images, Omezení spouštění Docker obrazů, Omezení spouštění Docker obrazů, Dockerfile",1.0,True,en,2,3
How can you ensure high availability in a PostgreSQL cluster setup using the Postgres Operator?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG",1.0,True,en,2,3
What steps are necessary to access a PostgreSQL database from outside a Kubernetes cluster?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG",1.0,True,en,1,4
What is the recommended storage type for a minimal single instance deployment of a PostgreSQL cluster using the Postgres Operator?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG",1.0,True,en,1,4
How can you customize the database credentials for a PostgreSQL cluster deployed with the Postgres Operator?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Use case Omero, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG",1.0,True,en,1,4
What are some caveats mentioned in the documentation regarding deployment errors and image locales?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Harbor (hub.cerit.io), Building Docker containers with Gitlab, Harbor (hub.cerit.io)",1.0,True,en,0,5
How can I delete a running instance of the ownCloud application?,ownCloud,"ShinySOM, phpMyAdmin, ownCloud, Moodle, ownCloud",3.0,True,en,0,5
What prerequisite is necessary for the ownCloud client to sync data into a pod?,ownCloud,"ownCloud, ownCloud, ownCloud, ownCloud, ownCloud",1.0,True,en,2,3
How do I check if a remote file system is connected to my home directory from the pod?,ownCloud,"Storage, ownCloud, Minio, Wireguard, ownCloud",2.0,True,en,0,5
What steps should I follow to install the ownCloud application in Rancher?,ownCloud,"ownCloud, ownCloud, ownCloud, ownCloud, Scipion",1.0,True,en,2,3
How can I run the ownCloud client application to sync data between a pod and the ownCloud server?,ownCloud,"ownCloud, ownCloud, ownCloud, ownCloud, ownCloud",1.0,True,en,1,4
What is the difference between ephemeral storage from local disk and local memory in Kubernetes?,Storage,"Storage, Úložiště, Storage, Storage, Available Hardware",1.0,True,en,1,4
"How can administrators describe the ""classes"" of storage they offer in Kubernetes?",Storage,"Storage, Úložiště, Storage, Available Hardware, Storage",1.0,True,en,1,4
How can a user create an ad-hoc PVC using a template in Kubernetes?,Storage,"Storage, Úložiště, Hello world tutorial, How to Run NGINX Web Server, Running Nextflow Pipelines in Kubernetes",1.0,True,en,1,4
What are the three important Kubernetes objects related to storage?,Storage,"Storage, Úložiště, Available Hardware, Available Hardware, Storage",1.0,True,en,1,4
What are some characteristics of the 'nfs-csi' storage class?,Storage,"Storage, Storage, Úložiště, Available Hardware, Úložiště",1.0,True,en,2,3
How can users access the Better Docs AI Assistant?,News,"News, Chat AI, JupyterHub, Chat AI, Foldify",1.0,True,en,0,5
Where can users find the new AI chat website and API?,News,"News, Chat AI, Chat AI, Chat AI, Chat AI",1.0,True,en,0,5
What is required to use AlphaFold 3 through Foldify?,News,"News, Foldify, Foldify, Foldify, Foldify",1.0,True,en,0,5
What is the new AI chat feature mentioned in the documentation?,News,"News, Chat AI, Chat AI, JupyterHub, JupyterHub",1.0,True,en,1,4
What models are used by the Better Docs AI Assistant for answering questions?,News,"News, Chat AI, Chat AI, Chat AI, Chat AI",1.0,True,en,0,5
What is the main difference between the `letsencrypt-prod` and `letsencrypt-prod-dns` issuers?,Certificate,"Certificate, Certifikát, Certificate, Security and Network Policy, Vystavování aplikací",1.0,True,en,2,3
What protocol does Kubernetes use to issue and manage custom trusted certificates?,Certificate,"Certificate, Certifikát, Exposing Applications, Certificate, Vystavování aplikací",1.0,True,en,2,3
Why is enabling TLS without Ingress important for non-web applications?,Certificate,"Exposing Applications, Exposing Applications, Exposing Applications, Security and Network Policy, Vystavování aplikací",,False,en,1,4
How is the certificate and private key pair stored in Kubernetes?,Certificate,"Storing Kubernetes Secrets in Git, Certificate, Certificate, Certifikát, Running Virtual Machine",2.0,True,en,1,4
What is the purpose of the `letsencrypt-stage` issuer?,Certificate,"Certificate, Certifikát, Certificate, Certifikát, Security and Network Policy",1.0,True,en,2,3
How can assignments be correctly placed and managed within the NBGrader environment?,NBGrader Docs,"Jobs, BinderHub, Requesting a Project, Access Control, BinderHub, Moodle",,False,en,0,5
What should be done if an instructor was added to a course after already logging into Jupytul?,NBGrader Docs,"Moodle, JupyterHub, Moodle, Moodle, JupyterHub",,False,en,1,4
What is the recommended procedure for students to manage multiple notebook servers for different courses?,NBGrader Docs,"JupyterHub, JupyterHub, JupyterHub, BinderHub, JupyterHub",,False,en,1,4
What is the primary URL address for accessing the NBGrader instance?,NBGrader Docs,"Desktop, Matlab, Moodle, Moodle, BinderHub",,False,en,0,5
How can a student check if they have been successfully added to the correct group for course access?,NBGrader Docs,"Moodle, Requesting a Project, Access Control, Requesting a Project, Access Control, Requesting a Project, Access Control, Moodle",,False,en,0,5
How can I authenticate to use the CERIT-SC BinderHub instance?,BinderHub,"BinderHub, BinderHub, Harbor (hub.cerit.io), Storage, Contacts",1.0,True,en,1,4
What is the maximum amount of CPU and RAM I can use on BinderHub?,BinderHub,"BinderHub, BinderHub, BinderHub, BinderHub, JupyterHub",1.0,True,en,1,4
What should I do if I encounter an unknown error during notebook spawning?,BinderHub,"BinderHub, BinderHub, JupyterHub, BinderHub, JupyterHub",1.0,True,en,2,3
How can I customize the software environment for my BinderHub notebooks?,BinderHub,"BinderHub, BinderHub, BinderHub, BinderHub, BinderHub",1.0,True,en,1,4
How can I ensure data persistence across different BinderHub instances?,BinderHub,"BinderHub, BinderHub, BinderHub, BinderHub, BinderHub",1.0,True,en,1,4
What is TESK and where can I find its implementation?,TES/WES,"TES/WES, TES/WES, Contacts, How to get Access, How to get Access",1.0,True,en,1,4
How is TESK related to the TES API?,TES/WES,"TES/WES, TES/WES, Contacts, How to get Access, Chat AI",1.0,True,en,1,4
