question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
How can you work around the limitation of not being able to write to certain directories like /var/log in a Docker container?,Limitations of Running Docker Images,"Limitations of Running Docker Images, Dockerfile, BinderHub, MinIO Operator, Hello world tutorial",1.0,True,en,1,4
What is the consequence of not specifying a USER in the Dockerfile or runAsUser in YAML?,Limitations of Running Docker Images,"Limitations of Running Docker Images, Dockerfile, Omezení spouštění Docker obrazů, Use case Omero, How to Run NGINX Web Server",1.0,True,en,1,4
"How can you specify a user for a Docker image to run as, if you can't use root?",Limitations of Running Docker Images,"Limitations of Running Docker Images, Dockerfile, Omezení spouštění Docker obrazů, Use case Omero, How to Run NGINX Web Server",1.0,True,en,1,4
What error will you encounter if a Docker image does not have a numeric UID?,Limitations of Running Docker Images,"Limitations of Running Docker Images, Omezení spouštění Docker obrazů, How to Run NGINX Web Server, Dockerfile, Use case Omero",1.0,True,en,1,4
What happens if the ShinySOM application exceeds the maximum allocated RAM?,ShinySOM,"ShinySOM, RStudio, Ansys, Desktop, Matlab",1.0,True,en,0,5
What should I do if I want to install the ShinySOM application with a different namespace?,ShinySOM,"ShinySOM, Desktop, RStudio, ShinySOM, Namespaces",1.0,True,en,1,4
How can I ensure that my ShinySOM application's data is preserved after deletion?,ShinySOM,"ShinySOM, Ansys, ownCloud, Scipion, Matlab",1.0,True,en,0,5
How do I access the ShinySOM web application if I haven't logged in yet?,ShinySOM,"ShinySOM, ShinySOM, RStudio, Moodle, Desktop",1.0,True,en,1,4
What is the recommended practice for setting the access password for ShinySOM?,ShinySOM,"ShinySOM, RStudio, ShinySOM, Storage Secrets, MinIO Operator",1.0,True,en,1,4
How can you delete a running Matlab instance while ensuring the data in the home directory is not lost?,Matlab,"Matlab, Ansys, ShinySOM, JupyterHub, Minio",1.0,True,en,0,5
What should you do if the Matlab installation appears to fail but actually works after some time?,Matlab,"Matlab, JupyterHub, Matlab, Ansys, ShinySOM",1.0,True,en,1,4
What is the difference in access display methods between the VNC and WEBRTC options for connecting to a running Matlab instance?,Matlab,"Matlab, Desktop, Ansys, Matlab, Samba Server",1.0,True,en,1,4
How do you ensure the home directory content is preserved when reinstalling the Matlab application?,Matlab,"Matlab, Minio, RStudio, Ansys, ownCloud",1.0,True,en,0,5
How can you mount your MetaCentrum home in Matlab version v9.11.1 and above without needing a password?,Matlab,"Matlab, Ansys, RStudio, Desktop, Storage Secrets",1.0,True,en,0,5
What is the total storage capacity of the primary network storage for the secure cluster?,Available Hardware,"Available Hardware, Storage, Postgres Operator Cloudnative-PG, Tutorial pro Hello World, Postgres Operator Cloudnative-PG",1.0,True,en,2,3
How many nodes does the kubh-cluster have and where are they located?,Available Hardware,"Available Hardware, Rancher, Dostupný hardware, Contacts, Kubectl",1.0,True,en,1,4
Which nodes in the kubas-cluster have on-demand NVIDIA A100 GPUs?,Available Hardware,"Available Hardware, Dostupný hardware, GPU and other Resources, Spuštění Virtuálního Stroje, GPU a další zdroje",1.0,True,en,3,2
What kind of backup is available for the kuba-cluster's storage?,Available Hardware,"Available Hardware, Dostupný hardware, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Storage",1.0,True,en,2,3
What GPUs are available in the kuba-cluster?,Available Hardware,"Available Hardware, Dostupný hardware, GPU a další zdroje, Spuštění Virtuálního Stroje, GPU and other Resources",1.0,True,en,3,2
How can assignments be correctly placed and managed within the NBGrader environment?,NBGrader Docs,"NBGrader Docs, NBGrader Docs, Jobs, Moodle, Requesting a Project, Access Control",1.0,True,en,1,4
How can a student check if they have been successfully added to the correct group for course access?,NBGrader Docs,"Moodle, Requesting a Project, Access Control, NBGrader Docs, NBGrader Docs, Personal Monitoring",3.0,True,en,1,4
What is the primary URL address for accessing the NBGrader instance?,NBGrader Docs,"NBGrader Docs, NBGrader Docs, RStudio, Personal Monitoring, Exposing Applications",1.0,True,en,1,4
What should be done if an instructor was added to a course after already logging into Jupytul?,NBGrader Docs,"NBGrader Docs, NBGrader Docs, JupyterHub, Moodle, BinderHub",1.0,True,en,1,4
What is the recommended procedure for students to manage multiple notebook servers for different courses?,NBGrader Docs,"JupyterHub, BinderHub, NBGrader Docs, NBGrader Docs, JupyterHub",3.0,True,en,2,3
"What protocol can be used to transfer data to a Minio server, apart from the web interface?",Minio,"Minio, MinIO Operator, MinIO Operator, Minio, Samba Server",1.0,True,en,2,3
How can you ensure that the Minio application uses the correct Namespace during installation?,Minio,"Minio, MinIO Operator, MinIO Operator, Namespaces, Desktop",1.0,True,en,2,3
What is a prerequisite for the Minio server to access data from an application pod?,Minio,"Minio, MinIO Operator, MinIO Operator, ownCloud, FAQ",1.0,True,en,1,4
How do you delete a running instance of the Minio application if it's no longer needed?,Minio,"Ansys, ShinySOM, Minio, RStudio, Scipion",3.0,True,en,0,5
How do you log in to the Rancher platform to start setting up a personal Minio server?,Minio,"Storage Secrets, Minio, Desktop, ownCloud, Rancher",2.0,True,en,0,5
What should be used instead of `hostPath` for volume source in a cluster?,Spark Operator,"Limitations of Running Docker Images, Use case Omero, Hello world tutorial, ownCloud, Running Nextflow Pipelines in Kubernetes",,False,en,0,5
How can you access the automatically created Spark UI for your applications?,Spark Operator,"Spark Operator, Spark Operator, Welcome to the CERIT-SC Kubernetes Container Platform, Minio, Personal Monitoring",1.0,True,en,1,4
How should the `spec.driver.serviceAccount` be configured to avoid permission issues?,Spark Operator,"ShinySOM, MinIO Operator, MinIO Operator, FAQ, Running Nextflow Pipelines in Kubernetes",,False,en,1,4
What should you include in the YAML file if you want to provide custom annotations to SparkUI Ingress?,Spark Operator,"Spark Operator, Spark Operator, Hello world tutorial, Security and Network Policy, Exposing Applications",1.0,True,en,1,4
What is the purpose of the Spark Operator in Kubernetes?,Spark Operator,"Spark Operator, Spark Operator, Postgres Operator Cloudnative-PG, MinIO Operator, MinIO Operator",1.0,True,en,2,3
What is the purpose of the MPI Operator in the context of Kubernetes?,MPI Operator,"MPI Operator, MPI Operator, Spark Operator, Operator Summary, MinIO Operator",1.0,True,en,2,3
What modifications need to be made to the MPI Job manifest before it can be used?,MPI Operator,"MPI Operator, MPI Operator, Running Nextflow Pipelines in Kubernetes, Running Virtual Machine, FAQ",1.0,True,en,1,4
How do you execute an MPI Job once the Docker image and manifest are prepared?,MPI Operator,"MPI Operator, MPI Operator, BinderHub, Dockerfile, Harbor (hub.cerit.io)",1.0,True,en,1,4
What components are necessary in the Docker image to run an MPI job?,MPI Operator,"MPI Operator, MPI Operator, Jobs, Running Nextflow Pipelines in Kubernetes, BinderHub",1.0,True,en,1,4
How can you run an MPI job using the MPI Operator from Kubeflow?,MPI Operator,"MPI Operator, MPI Operator, Running Nextflow Pipelines in Kubernetes, Spark Operator, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,en,2,3
"Where can you find the option to limit charts only to ""cerit-sc""?",Rancher Applications,"Matlab, Desktop, RStudio, FAQ, Ansys",,False,en,2,3
Which application's selection process is illustrated in the screenshot?,Rancher Applications,"Rancher Applications, ShinySOM, Osobní monitorování, Desktop, ShinySOM",1.0,True,en,2,3
What are the CPU limits for the default project in Rancher Applications?,Rancher Applications,"Rancher Applications, Desktop, Matlab, RStudio, Ansys",1.0,True,en,0,5
"What happens if you do not select ""Customize Helm options before install"" during the application installation?",Rancher Applications,"Ansys, FAQ, Scipion, GitLab Runner in Kubernetes, Rancher Applications",5.0,True,en,0,5
What should you do if you need more than the default CPU quota in Rancher Applications?,Rancher Applications,"Desktop, Rancher Applications, Matlab, Running Nextflow Pipelines in Kubernetes, Ansys",2.0,True,en,0,5
What architecture does the CERIT-SC Kubernetes Container Platform support?,Welcome to the CERIT-SC Kubernetes Container Platform,"Welcome to the CERIT-SC Kubernetes Container Platform, Contacts, Storage, Available Hardware, Running Nextflow Pipelines in Kubernetes",1.0,True,en,0,5
What types of applications and workflows can be deployed on the platform?,Welcome to the CERIT-SC Kubernetes Container Platform,"Welcome to the CERIT-SC Kubernetes Container Platform, Přehled platformy kontejnerů, Use case Omero, Exposing Applications, Running Nextflow Pipelines in Kubernetes",1.0,True,en,1,4
What networking capabilities are available on the CERIT-SC Kubernetes Container Platform?,Welcome to the CERIT-SC Kubernetes Container Platform,"Welcome to the CERIT-SC Kubernetes Container Platform, Contacts, MinIO Operator, Hello world tutorial, How to get Access",1.0,True,en,0,5
What resources are available for users wanting to develop custom applications on the platform?,Welcome to the CERIT-SC Kubernetes Container Platform,"Welcome to the CERIT-SC Kubernetes Container Platform, Moodle, RStudio, Desktop, Rancher Applications",1.0,True,en,0,5
How can users access the CERIT-SC Kubernetes Container Platform?,Welcome to the CERIT-SC Kubernetes Container Platform,"Welcome to the CERIT-SC Kubernetes Container Platform, How to get Access, Contacts, GitLab Runner in Kubernetes, Harbor (hub.cerit.io)",1.0,True,en,0,5
How can users manage artifacts in Harbor to reclaim storage space?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), JupyterHub, Harbor (hub.cerit.io), Storage, Hello world tutorial",1.0,True,en,1,4
What is the main advantage of using Harbor over hub.docker.com?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), JupyterHub, Přehled platformy kontejnerů, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,2,3
What should users avoid including in their Docker images due to accessibility issues?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Limitations of Running Docker Images, Dockerfile, How to Run NGINX Web Server, Dockerfile",1.0,True,en,1,4
What information can be added in the 'Info' tab of a repository in Harbor?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Hello world tutorial, How to Run NGINX Web Server, JupyterHub",1.0,True,en,1,4
How can users log into Harbor using a command line interface?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Dockerfile, Use case Omero, Storage, Running Virtual Machine",1.0,True,en,0,5
What are the specifications required for MinIO Pools in a Tenant?,MinIO Operator,"MinIO Operator, MinIO Operator, Minio, Minio, Spuštění aplikace Omero",1.0,True,en,3,2
What network policies can be applied to restrict access to the MinIO Tenant?,MinIO Operator,"MinIO Operator, MinIO Operator, Exposing Applications, Minio, Postgres Operator Cloudnative-PG",1.0,True,en,1,4
How can you access the MinIO S3 storage from other Pods within the Kubernetes cluster?,MinIO Operator,"MinIO Operator, Minio, MinIO Operator, Postgres Operator Cloudnative-PG, Storage",1.0,True,en,1,4
How can you deploy a single instance of MinIO on Kubernetes using the MinIO Operator?,MinIO Operator,"MinIO Operator, MinIO Operator, Postgres Operator Cloudnative-PG, Minio, Spark Operator",1.0,True,en,1,4
What is the purpose of the MinIO Operator on Kubernetes?,MinIO Operator,"MinIO Operator, MinIO Operator, Spark Operator, Operator Summary, Minio",1.0,True,en,1,4
How can users access the Better Docs AI Assistant?,News,"News, Chat AI, Foldify, Welcome to the CERIT-SC Kubernetes Container Platform, JupyterHub",1.0,True,en,0,5
What models are used by the Better Docs AI Assistant for answering questions?,News,"News, Chat AI, Foldify, JupyterHub, JupyterHub",1.0,True,en,1,4
What is required to use AlphaFold 3 through Foldify?,News,"News, Foldify, Scipion, JupyterHub, Running Nextflow Pipelines in Kubernetes",1.0,True,en,0,5
What is the new AI chat feature mentioned in the documentation?,News,"News, Chat AI, Hello world tutorial, JupyterHub, Foldify",1.0,True,en,0,5
Where can users find the new AI chat website and API?,News,"News, Chat AI, Hello world tutorial, Foldify, GitLab Kubernetes Agent",1.0,True,en,1,4
Where can you find information about different Operators available for use?,Operator Summary,"Operator Summary, Přehled Operátorů, MinIO Operator, Spark Operator, Matlab",1.0,True,en,4,1
Why are users discouraged from deploying their own Operators with namespaced deployment?,Operator Summary,"Operator Summary, Projects, Namespaces, and Quotas, Namespaces, Namespaces, Rancher",1.0,True,en,1,4
What is the purpose of the Operator pattern in Kubernetes?,Operator Summary,"Operator Summary, Spark Operator, MinIO Operator, MinIO Operator, Spark Operator",1.0,True,en,2,3
How can users get assistance with using an Operator?,Operator Summary,"Operator Summary, Přehled Operátorů, Spark Operator, Use case Omero, Spark Operator",1.0,True,en,2,3
What are some tasks that operators can automate?,Operator Summary,"Operator Summary, Přehled Operátorů, Spark Operator, MinIO Operator, Foldify",1.0,True,en,3,2
How does encrypting the secret's name and namespace enhance security when storing Kubernetes Secrets?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, Exposing Applications, Jak spustit webový server NGINX, MinIO Operator, Hello world tutorial",1.0,True,en,1,4
How can you securely store Kubernetes Secrets in a git repository?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, Exposing Applications, GitLab Runner in Kubernetes, GitLab Kubernetes Agent, BinderHub",1.0,True,en,0,5
How do you transform a Kubernetes Secret into a Sealed Secret?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, Exposing Applications, Jak spustit webový server NGINX, Running Virtual Machine, MinIO Operator",1.0,True,en,1,4
What role does the `kubeseal` tool play in securing Kubernetes Secrets?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, Wireguard, GitLab Runner in Kubernetes, Certificate, Exposing Applications",1.0,True,en,0,5
What are the prerequisites needed before storing Kubernetes Secrets in git?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, GitLab Kubernetes Agent, Exposing Applications, GitLab Runner in Kubernetes, Storage Secrets",1.0,True,en,0,5
Can you explain the importance of using labels in Kubernetes Jobs and Pods?,Jobs,"Jobs, Hello world tutorial, Spuštění Nextflow Pipelines v Kubernetes, Namespaces, FAQ",1.0,True,en,1,4
What are the two possible values for the restart policy in a Kubernetes Job?,Jobs,"Jobs, Running Virtual Machine, GitLab Runner in Kubernetes, Projects, Namespaces, and Quotas, FAQ",1.0,True,en,0,5
Where should you specify the user for a container in a Kubernetes Job configuration?,Jobs,"Jobs, Hello world tutorial, GitLab Runner in Kubernetes, MPI Operator, Limitations of Running Docker Images",1.0,True,en,0,5
What section of the Job configuration should you edit to define resource requests and limits for CPU and memory?,Jobs,"GPU and other Resources, FAQ, RStudio, BinderHub, Jobs",5.0,True,en,0,5
What is the relationship between volumes and volumeMounts in a Kubernetes Job configuration?,Jobs,"Jobs, Hello world tutorial, Storage, Omezení spouštění Docker obrazů, Use case Omero",1.0,True,en,1,4
What are the limitations mentioned in the WireGuard configuration for Kubernetes?,Wireguard,"Wireguard, Jobs, Exposing Applications, Limitations of Running Docker Images, FAQ",1.0,True,en,0,5
How do you create a Kubernetes Secret for the WireGuard private key?,Wireguard,"Wireguard, Exposing Applications, Storing Kubernetes Secrets in Git, Jak spustit webový server NGINX, Certificate",1.0,True,en,1,4
How can you deploy a Pod with a WireGuard interface in Kubernetes?,Wireguard,"Wireguard, Hello world tutorial, FAQ, How to Run NGINX Web Server, Security Context",1.0,True,en,0,5
What steps can you take to verify the WireGuard interface is functioning correctly in a Pod?,Wireguard,"Wireguard, FAQ, Security Context, MinIO Operator, VPN",1.0,True,en,1,4
What is the purpose of using WireGuard in a Kubernetes Pod?,Wireguard,"Wireguard, Hello world tutorial, MinIO Operator, Security Context, FAQ",1.0,True,en,0,5
How can you resolve an error when a Pod requests more memory than the available quota allows?,FAQ,"FAQ, GPU and other Resources, Projects, Namespaces, and Quotas, Running Nextflow Pipelines in Kubernetes, Exposing Applications",1.0,True,en,0,5
"What should be included in the resource section of a Pod, Job, or Deployment to avoid deployment failure?",FAQ,"FAQ, Projects, Namespaces, and Quotas, Jobs, Hello world tutorial, GitLab Runner in Kubernetes",1.0,True,en,0,5
How can the security context be set to resolve a CreateContainerConfigError related to running as root?,FAQ,"FAQ, MinIO Operator, Security Context, Limitations of Running Docker Images, Omezení spouštění Docker obrazů",1.0,True,en,2,3
What should you do if `nvidia-smi` returns `command not found`?,FAQ,"Running Virtual Machine, FAQ, Spuštění Virtuálního Stroje, Running Nextflow Pipelines in Kubernetes, FAQ",2.0,True,en,2,3
What adjustments can be made to fix a PodSecurity violation error related to privilege escalation and capabilities?,FAQ,"FAQ, MinIO Operator, Security Context, MinIO Operator, Exposing Applications",1.0,True,en,1,4
What are the necessary steps to fill out the Onedata form when installing Scipion?,Scipion,"Scipion, Scipion, Minio, Ansys, Personal Monitoring",1.0,True,en,1,4
How do you access the running instance of Scipion in your browser?,Scipion,"Scipion, RStudio, ShinySOM, Scipion, Desktop",1.0,True,en,1,4
How can you prevent the installation of Scipion from appearing to fail?,Scipion,"Scipion, Scipion, ShinySOM, JupyterHub, RStudio",1.0,True,en,2,3
What happens to data stored outside the Onedata mounts when you delete the Scipion application?,Scipion,"Scipion, ownCloud, Ansys, Scipion, Minio",1.0,True,en,1,4
What should you do if you need more than the default quota limit of CPUs for running Scipion?,Scipion,"Scipion, ShinySOM, GPU a další zdroje, Ansys, RStudio",1.0,True,en,1,4
What are the prerequisites needed to set up a GitLab runner in a Kubernetes cluster?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Kubernetes Agent, Dockerfile, Running Nextflow Pipelines in Kubernetes, Building Docker containers with Gitlab",1.0,True,en,0,5
What should you do if the GitLab runner pod is in the `ImagePullbackOff` state?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, Dockerfile, Running Nextflow Pipelines in Kubernetes, Building Docker containers with Gitlab, Running Virtual Machine",1.0,True,en,0,5
How can you securely store GitLab tokens when setting up a GitLab runner in Kubernetes?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Kubernetes Agent, Storing Kubernetes Secrets in Git, Dockerfile, Building Docker containers with Gitlab",1.0,True,en,0,5
What steps are necessary to upgrade an existing GitLab runner to a new version?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Kubernetes Agent, Building Docker containers with Gitlab, Dockerfile, Dockerfile",1.0,True,en,1,4
How can you check if the deployment of a GitLab runner in Kubernetes was successful?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, Dockerfile, Building Docker containers with Gitlab, GitLab Kubernetes Agent, Hello world tutorial",1.0,True,en,0,5
Where can you find the list of clusters you are allowed to access in Rancher?,Rancher,"Rancher, Requesting a Project, Access Control, Personal Monitoring, Rancher, How to get Access",1.0,True,en,1,4
What should a user do if no cluster is shown after logging into the Rancher dashboard?,Rancher,"Rancher, Personal Monitoring, Desktop, Spark Operator, ownCloud",1.0,True,en,0,5
What is the default namespace created for each user in Rancher?,Rancher,"Rancher, Namespaces, Projects, Namespaces, and Quotas, Desktop, Scipion",1.0,True,en,0,5
What are the available login options for accessing the Rancher instance?,Rancher,"Storage Secrets, Desktop, Running Virtual Machine, Rancher, Scipion",4.0,True,en,0,5
"How are clusters, projects, and namespaces organized within Rancher and Kubernetes?",Rancher,"Rancher, Namespaces, Rancher, Projects, Namespaces, and Quotas, Requesting a Project, Access Control",1.0,True,en,1,4
What command is used to start a Nextflow pipeline in Kubernetes?,Running Nextflow Pipelines in Kubernetes,"Running Nextflow Pipelines in Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Logging, Hello world tutorial, MPI Operator",1.0,True,en,1,4
What should you do if a Nextflow job is stuck or in an error state in Kubernetes?,Running Nextflow Pipelines in Kubernetes,"Running Nextflow Pipelines in Kubernetes, GitLab Runner in Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, FAQ, Jobs",1.0,True,en,1,4
What are the specific requirements to run the nf-core/sarek pipeline in a Kubernetes environment?,Running Nextflow Pipelines in Kubernetes,"Running Nextflow Pipelines in Kubernetes, Welcome to the CERIT-SC Kubernetes Container Platform, FAQ, Hello world tutorial, Tutorial pro Hello World",1.0,True,en,1,4
How do you configure the Nextflow pipeline to run in a Kubernetes cluster?,Running Nextflow Pipelines in Kubernetes,"Running Nextflow Pipelines in Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Use case Omero, Logging, GitLab Runner in Kubernetes",1.0,True,en,1,4
What are the steps to install Nextflow on a local computer for use with Kubernetes?,Running Nextflow Pipelines in Kubernetes,"Running Nextflow Pipelines in Kubernetes, Spuštění Nextflow Pipelines v Kubernetes, Hello world tutorial, Exposing Applications, GitLab Kubernetes Agent",1.0,True,en,1,4
"How can I install additional software on a running desktop, and will it persist after a reboot?",Desktop,"Desktop, ShinySOM, RStudio, Scipion, Desktop",1.0,True,en,1,4
What are the limitations on CPU usage when selecting resources for a desktop application?,Desktop,"Desktop, RStudio, Ansys, ShinySOM, GPU and other Resources",1.0,True,en,0,5
