question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
Jaké kvóty jsou nastaveny pro osobní projekt a výchozí namespace?,"Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, Rancher, Namespaces, Vystavování aplikací, JupyterHub",1.0,True,cz,5,0
"Jak lze přidělit větší kvóty zdrojů, než jsou výchozí pro osobní projekt?","Projekty, Namespaces a Kvóty","Žádost o projekt, řízení přístupu, Projekty, Namespaces a Kvóty, Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá, JupyterHub",2.0,True,cz,5,0
"Jaký je postup, pokud student vidí zprávu ""Access denied""?",NBGrader Docs,"NBGrader Docs, NBGrader Docs, JupyterHub, BinderHub, Omezení spouštění Docker obrazů",1.0,True,cz,4,1
Jaký je postup pro přidání studenta do kurzu?,NBGrader Docs,"NBGrader Docs, NBGrader Docs, BinderHub, Žádost o projekt, řízení přístupu, JupyterHub",1.0,True,cz,4,1
Jaké jsou požadavky na výpočetní zdroje pro studenty?,NBGrader Docs,"NBGrader Docs, NBGrader Docs, Moodle, Matlab, JupyterHub",1.0,True,cz,4,1
Jaké jsou doporučené postupy pro vytváření assignments?,NBGrader Docs,"NBGrader Docs, NBGrader Docs, Vystavování aplikací, BinderHub, Projekty, Namespaces a Kvóty",1.0,True,cz,4,1
Jak mohou studenti spravovat své notebookové servery?,NBGrader Docs,"NBGrader Docs, NBGrader Docs, JupyterHub, BinderHub, Dostupný hardware",1.0,True,cz,4,1
Jak lze smazat běžící instanci aplikace Minio?,Minio,"Minio, Moodle, ShinySOM, JupyterHub, Desktop",1.0,True,cz,5,0
Co je potřeba zkontrolovat v aplikaci před instalací Minio?,Minio,"Minio, Desktop, ShinySOM, Ansys, NBGrader Docs",1.0,True,cz,4,1
Jak lze přistupovat k datům prostřednictvím Minio serveru?,Minio,"Minio, Omezení spouštění Docker obrazů, JupyterHub, Desktop, Secrets pro úložiště",1.0,True,cz,5,0
Jaké jsou kroky pro spuštění osobního serveru Minio?,Minio,"Omezení spouštění Docker obrazů, Minio, Jak spustit webový server NGINX, Secrets pro úložiště, JupyterHub",2.0,True,cz,5,0
Jaké jsou požadavky na Namespace při instalaci Minio?,Minio,"Minio, Rancher, RStudio, ShinySOM, MinIO Operator",1.0,True,cz,5,0
"Co mám dělat, pokud se po přihlášení do Rancheru nezobrazují žádné clustery?",Rancher,"Žádost o projekt, řízení přístupu, Secrets pro úložiště, Rancher, Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá",3.0,True,cz,5,0
"Jaké jsou rozdíly mezi clustery, projekty a namespaces v Rancheru?",Rancher,"Rancher, Namespaces, Žádost o projekt, řízení přístupu, Projekty, Namespaces a Kvóty, Postgres Operator Cloudnative-PG",1.0,True,cz,5,0
Jak je vytvořen výchozí projekt a namespace pro nového uživatele Rancheru?,Rancher,"Rancher, Namespaces, Projekty, Namespaces a Kvóty, Žádost o projekt, řízení přístupu, RStudio",1.0,True,cz,5,0
Jak se mohu přihlásit do Rancheru na rancher.cloud.e-infra.cz?,Rancher,"Spuštění Virtuálního Stroje, ownCloud, Rancher, Desktop, Žádost o projekt, řízení přístupu",3.0,True,cz,5,0
Proč není doporučeno používat `kubectl` pro vytváření namespaces v Rancheru?,Rancher,"Rancher, Projekty, Namespaces a Kvóty, Namespaces, MinIO Operator, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Jakým způsobem lze vystavit aplikaci jako síťovou službu v Kubernetes?,Tutorial pro Hello World,"Spuštění Virtuálního Stroje, Přidání shellu do obrazu, který jej nemá, Tutorial pro Hello World, Úložiště, Žádost o projekt, řízení přístupu",3.0,True,cz,5,0
Jaké příkazy `kubectl` lze použít pro kontrolu stavu a logů nasazených zdrojů?,Tutorial pro Hello World,"Přehled Operátorů, Projekty, Namespaces a Kvóty, NBGrader Docs, NBGrader Docs, Jak získat přístup",,False,cz,4,1
"Jaké bezpečnostní požadavky jsou kladeny na kontejnery v ""kuba-cluster""?",Tutorial pro Hello World,"Dostupný hardware, Přidání shellu do obrazu, který jej nemá, Kubectl, Harbor (hub.cerit.io), Vystavování aplikací",,False,cz,5,0
"Jak lze přizpůsobit zobrazenou zprávu v nasazení ""Hello World""?",Tutorial pro Hello World,"Tutorial pro Hello World, Vystavování aplikací, Desktop, JupyterHub, Osobní monitorování",1.0,True,cz,5,0
"Jaké zdroje Kubernetes musíme vytvořit pro nasazení aplikace ""Hello World""?",Tutorial pro Hello World,"Tutorial pro Hello World, Spuštění Virtuálního Stroje, Přehled platformy kontejnerů, Projekty, Namespaces a Kvóty, Rancher",1.0,True,cz,5,0
Jaké jsou základní kroky pro nasazení jediné instance MinIO Tenanta pomocí MinIO Operatora?,MinIO Operator,"MinIO Operator, Minio, BinderHub, Přehled Operátorů, Postgres Operator Cloudnative-PG",1.0,True,cz,5,0
Jak je možné dekódovat `access_key` a `secret_key` pro MinIO Tenanta pomocí příkazové řádky?,MinIO Operator,"Secrets pro úložiště, Spuštění Virtuálního Stroje, Vystavování aplikací, Postgres Operator Cloudnative-PG, Ukládání Kubernetes Secrets do Gitu",,False,cz,5,0
Jakým způsobem lze zvýšit bezpečnost přístupu k MinIO úložišti pomocí síťové politiky?,MinIO Operator,"MinIO Operator, Jak získat přístup, Minio, Přidání shellu do obrazu, který jej nemá, Bezpečnost a síťová politika",1.0,True,cz,5,0
Jaké služby jsou automaticky vytvořeny pro přístup k MinIO úložišti S3 a k čemu slouží?,MinIO Operator,"Minio, ShinySOM, Desktop, BinderHub, Postgres Operator Cloudnative-PG",,False,cz,5,0
Jaké jsou specifikace pro vytvoření uživatelského tajného klíče pro MinIO Tenanta?,MinIO Operator,"Přidání shellu do obrazu, který jej nemá, NBGrader Docs, NBGrader Docs, Minio, MinIO Operator",5.0,True,cz,4,1
"Jaké jsou limity pro spuštění projektů na BinderHub a co dělat, pokud dosáhnu těchto limitů?",BinderHub,"BinderHub, Projekty, Namespaces a Kvóty, GPU a další zdroje, NBGrader Docs, Harbor (hub.cerit.io)",1.0,True,cz,4,1
Kde najdu své běžící notebooky a jak se k nim připojím?,BinderHub,"NBGrader Docs, BinderHub, NBGrader Docs, JupyterHub, Desktop",2.0,True,cz,4,1
Jak se provádí autentizace pro použití BinderHub na CERIT-SC?,BinderHub,"BinderHub, Úložiště, Postgres Operator Cloudnative-PG, Spuštění Virtuálního Stroje, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Jakým způsobem lze specifikovat vlastní zdroje jako GPU nebo paměť pro notebooky běžící na BinderHub?,BinderHub,"JupyterHub, BinderHub, Spuštění Virtuálního Stroje, GPU a další zdroje, Dostupný hardware",2.0,True,cz,5,0
Jakým způsobem mohu přizpůsobit výchozí Docker obraz pro své potřeby na BinderHub?,BinderHub,"Přehled platformy kontejnerů, BinderHub, Harbor (hub.cerit.io), MPI Operator, Dockerfile",2.0,True,cz,5,0
Jaké výchozí kvóty jsou přiřazeny skupinovému projektu?,"Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Harbor (hub.cerit.io), Projekty, Namespaces a Kvóty, Přidání shellu do obrazu, který jej nemá, Ansys",1.0,True,cz,5,0
Jaký je proces přiřazení skupiny k projektu v systému Perun?,"Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Projekty, Namespaces a Kvóty, Spuštění Nextflow Pipelines v Kubernetes, Přehled platformy kontejnerů, Harbor (hub.cerit.io)",1.0,True,cz,5,0
"Kde je potřeba se přihlásit, abyste mohli spravovat přístup k projektům v Rancheru?","Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, RStudio, Desktop, Přehled platformy kontejnerů, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Jaké jsou dva typy projektů rozlišované v Kubernetes clusteru?,"Žádost o projekt, řízení přístupu","Harbor (hub.cerit.io), Žádost o projekt, řízení přístupu, Rancher, Vystavování aplikací, Projekty, Namespaces a Kvóty",2.0,True,cz,5,0
"Jaké informace musíte poskytnout, pokud chcete vytvořit novou skupinu pro řízení přístupu?","Žádost o projekt, řízení přístupu","Harbor (hub.cerit.io), Žádost o projekt, řízení přístupu, Přidání shellu do obrazu, který jej nemá, Jak získat přístup, BinderHub",2.0,True,cz,5,0
Jakou funkci plní WES v rámci infrastruktury TES?,TES/WES,"Rancher, Přidání shellu do obrazu, který jej nemá, Žádost o projekt, řízení přístupu, Harbor (hub.cerit.io), Jak získat přístup",,False,cz,5,0
Jaké pracovní postupy umožňuje WES klientům vykonávat?,TES/WES,"NBGrader Docs, NBGrader Docs, BinderHub, Přidání shellu do obrazu, který jej nemá, Jak získat přístup",,False,cz,4,1
Co je TESK a na čem je jeho implementace založena?,TES/WES,"Vystavování aplikací, Certifikát, Bezpečnostní Kontext, Bezpečnost a síťová politika, Moodle",,False,cz,5,0
Jaké jsou české koncové body pro TESK a WES?,TES/WES,"TES/WES, Projekty, Namespaces a Kvóty, JupyterHub, Harbor (hub.cerit.io), Jak získat přístup",1.0,True,cz,5,0
Kde lze najít zdrojový kód pro TESK a WES?,TES/WES,"Desktop, Spuštění Virtuálního Stroje, Ansys, Přehled platformy kontejnerů, Přidání shellu do obrazu, který jej nemá",,False,cz,5,0
Jaký je proces prodloužení uživatelského účtu na platformě?,Jak získat přístup,"Přehled platformy kontejnerů, NBGrader Docs, NBGrader Docs, Jak získat přístup, Moodle",4.0,True,cz,4,1
Jaký vzorec poděkování by měl být použit v publikacích vytvořených s podporou MetaCentra?,Jak získat přístup,"Jak získat přístup, Secrets pro úložiště, Matlab, JupyterHub, Desktop",1.0,True,cz,5,0
Jaké jsou základní podmínky pro získání přístupu k platformě CERIT-SC Kubernetes?,Jak získat přístup,"Jak získat přístup, Přehled platformy kontejnerů, Přidání shellu do obrazu, který jej nemá, Harbor (hub.cerit.io), Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Kdo má nárok na bezplatný přístup k uživatelskému rozhraní Rancher?,Jak získat přístup,"Secrets pro úložiště, RStudio, Rancher Aplikace, Desktop, Rancher",,False,cz,5,0
Kde mohu změnit heslo pro svůj uživatelský účet v Metacentru?,Jak získat přístup,"Desktop, Ansys, Žádost o projekt, řízení přístupu, Spuštění Virtuálního Stroje, Matlab",,False,cz,5,0
Jaké jsou nejlepší praktiky pro organizaci projektů v Snakemake?,Snakemake,"Žádost o projekt, řízení přístupu, Harbor (hub.cerit.io), Projekty, Namespaces a Kvóty, Spuštění Nextflow Pipelines v Kubernetes, Rancher",,False,cz,5,0
Jaké jsou základní funkce Snakemake?,Snakemake,"Snakemake, Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá, Ansys, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Jak se píší pravidla v Snakemake?,Snakemake,"Snakemake, Ansys, BinderHub, Rancher Aplikace, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Jak Snakemake zpracovává závislosti mezi úlohami?,Snakemake,"Harbor (hub.cerit.io), JupyterHub, BinderHub, Ansys, Rancher Aplikace",,False,cz,5,0
Jak začít s instalací Snakemake?,Snakemake,"BinderHub, Ansys, Přidání shellu do obrazu, který jej nemá, Rancher Aplikace, Spuštění Virtuálního Stroje",,False,cz,5,0
Jak lze testovat a spouštět Docker image lokálně před jeho nasazením na Kubernetes?,Dockerfile,"Dockerfile, Přehled platformy kontejnerů, Harbor (hub.cerit.io), BinderHub, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Jaké jsou základní příkazy používané v Dockerfile pro vytvoření Docker image?,Dockerfile,"Dockerfile, BinderHub, Spuštění Virtuálního Stroje, Harbor (hub.cerit.io), Přehled platformy kontejnerů",1.0,True,cz,5,0
Proč je důležité používat `&&` místo `;` při řetězení příkazů v Dockerfile?,Dockerfile,"BinderHub, Dockerfile, Spuštění Virtuálního Stroje, Harbor (hub.cerit.io), Přehled platformy kontejnerů",2.0,True,cz,5,0
Jaký je doporučený postup před vytvořením vlastního Docker image?,Dockerfile,"Dockerfile, BinderHub, Přehled platformy kontejnerů, Spuštění Virtuálního Stroje, Harbor (hub.cerit.io)",1.0,True,cz,5,0
Jakým způsobem lze ručně sestavit Docker image pomocí Dockerfile?,Dockerfile,"Dockerfile, BinderHub, Spuštění Virtuálního Stroje, Harbor (hub.cerit.io), Přehled platformy kontejnerů",1.0,True,cz,5,0
"Jak lze bezpečně odstranit běžící instanci Matlabu, aniž by došlo ke ztrátě dat v domovském adresáři?",Matlab,"Matlab, Ansys, Rancher Aplikace, Matlab, Desktop",1.0,True,cz,4,1
Jak lze připojit domovský adresář MetaCentrum k aplikaci Matlab bez zadání hesla?,Matlab,"Matlab, Ansys, Desktop, JupyterHub, Matlab",1.0,True,cz,4,1
Jaké kroky je třeba provést pro spuštění aplikace Matlab na platformě Rancher?,Matlab,"Matlab, Rancher Aplikace, RStudio, Secrets pro úložiště, Přehled platformy kontejnerů",1.0,True,cz,5,0
Jaké jsou požadavky na zdroje pro spuštění Matlabu a jak je možné je přizpůsobit?,Matlab,"Matlab, Ansys, Rancher Aplikace, JupyterHub, Samba Server",1.0,True,cz,5,0
Jaká je role hesla a uživatelského jména při připojení k aplikaci Matlab pomocí VNC nebo WEBRTC?,Matlab,"Matlab, Ansys, Desktop, Samba Server, Vystavování aplikací",1.0,True,cz,5,0
Jaké kroky jsou nezbytné pro instalaci RStudia jako aplikace Rancher?,RStudio,"RStudio, Rancher Aplikace, Secrets pro úložiště, Scipion, ShinySOM",1.0,True,cz,5,0
Jaké jsou dva způsoby spuštění RStudia uvedené v dokumentaci?,RStudio,"RStudio, JupyterHub, Harbor (hub.cerit.io), Úložiště, Secrets pro úložiště",1.0,True,cz,5,0
Jaké uživatelské jméno a heslo jsou potřeba k přihlášení do běžící instance RStudia?,RStudio,"RStudio, Moodle, Postgres Operator Cloudnative-PG, Secrets pro úložiště, Vystavování aplikací",1.0,True,cz,5,0
"Jak lze zajistit, aby nainstalované balíčky zůstaly zachovány po restartu aplikace RStudio?",RStudio,"RStudio, JupyterHub, Projekty, Namespaces a Kvóty, NBGrader Docs, BinderHub",1.0,True,cz,4,1
Co je potřeba k použití RStudia ve webovém JupyterHubu?,RStudio,"RStudio, JupyterHub, BinderHub, NBGrader Docs, JupyterHub",1.0,True,cz,3,2
"Proč je v této části dokumentace uvedeno ""none""?",News,"Harbor (hub.cerit.io), NBGrader Docs, Minio, Scipion, Desktop",,False,cz,5,0
"Jak mohu zjistit, zda byla tato sekce aktualizována s novými informacemi?",News,"Harbor (hub.cerit.io), Desktop, NBGrader Docs, NBGrader Docs, BinderHub",,False,cz,4,1
"Existují jiné sekce dokumentace, které poskytují aktualizace nebo novinky?",News,"Harbor (hub.cerit.io), NBGrader Docs, BinderHub, Žádost o projekt, řízení přístupu, JupyterHub",,False,cz,5,0
"K čemu slouží tato část dokumentace s názvem ""News""?",News,"Harbor (hub.cerit.io), GPU a další zdroje, Secrets pro úložiště, Dostupný hardware, NBGrader Docs",,False,cz,5,0
"Jaké informace bych měl očekávat v sekci s názvem ""News""?",News,"Harbor (hub.cerit.io), Secrets pro úložiště, NBGrader Docs, NBGrader Docs, Přidání shellu do obrazu, který jej nemá",,False,cz,4,1
Jaké důsledky má nemožnost spouštění kontejnerů s root oprávněními?,Omezení spouštění Docker obrazů,"Omezení spouštění Docker obrazů, NBGrader Docs, NBGrader Docs, Dockerfile, Jak spustit webový server NGINX",1.0,True,cz,4,1
Jak lze přistupovat k portům nižším než 1024 v této kontejnerové platformě?,Omezení spouštění Docker obrazů,"Omezení spouštění Docker obrazů, Desktop, ownCloud, Přehled platformy kontejnerů, Dostupný hardware",1.0,True,cz,5,0
Jaké oprávnění je vyžadováno pro spuštění Docker obrazu na této platformě?,Omezení spouštění Docker obrazů,"Přehled platformy kontejnerů, Harbor (hub.cerit.io), Dockerfile, BinderHub, Spuštění Virtuálního Stroje",,False,cz,5,0
Jaký je doporučený postup pro zajištění zápisu do adresářů jako `/var/log/`?,Omezení spouštění Docker obrazů,"Logging, JupyterHub, Omezení spouštění Docker obrazů, Projekty, Namespaces a Kvóty, phpMyAdmin",3.0,True,cz,5,0
"Co se stane, pokud Docker obraz nemá specifikovaný číselný UID?",Omezení spouštění Docker obrazů,"Dockerfile, Přehled platformy kontejnerů, BinderHub, Omezení spouštění Docker obrazů, Harbor (hub.cerit.io)",4.0,True,cz,5,0
Jakým způsobem je možné spustit MPI Job po přípravě Docker obrazu a manifestu?,MPI Operator,"MPI Operator, BinderHub, Dockerfile, Harbor (hub.cerit.io), Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Jaké komponenty musí obsahovat Docker obraz pro použití s MPIJob?,MPI Operator,"BinderHub, Harbor (hub.cerit.io), MPI Operator, Spuštění Virtuálního Stroje, Dockerfile",3.0,True,cz,5,0
"Jaký je vztah mezi atributem `Worker.replicas` a parametrem `-n ""2""` v manifestu MPI Job?",MPI Operator,"MPI Operator, BinderHub, Projekty, Namespaces a Kvóty, Žádost o projekt, řízení přístupu, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Kde lze nalézt úplnou dokumentaci ke struktuře typu MPIJob?,MPI Operator,"Harbor (hub.cerit.io), Desktop, BinderHub, JupyterHub, Ansys",,False,cz,5,0
Jaký je účel MPI Operatora na platformě Kubernetes?,MPI Operator,"MPI Operator, Spuštění Virtuálního Stroje, Žádost o projekt, řízení přístupu, Přehled platformy kontejnerů, Spuštění aplikace Omero",1.0,True,cz,5,0
Jaké údaje je potřeba zadat při připojování k Samba serveru na Windows?,Samba Server,"Samba Server, Omezení spouštění Docker obrazů, Spuštění Virtuálního Stroje, ownCloud, JupyterHub",1.0,True,cz,5,0
Jaké jsou postupy pro připojení síťového disku Samba na různých operačních systémech?,Samba Server,"Samba Server, Omezení spouštění Docker obrazů, RStudio, Projekty, Namespaces a Kvóty, ShinySOM",1.0,True,cz,5,0
Jaký formát má URL adresa pro přístup k síťovému disku přes Samba server?,Samba Server,"Samba Server, Omezení spouštění Docker obrazů, ownCloud, MinIO Operator, Jak spustit webový server NGINX",1.0,True,cz,5,0
Jaké jsou požadavky pro fungování Samba serveru v Kubernetes?,Samba Server,"Omezení spouštění Docker obrazů, Samba Server, Tutorial pro Hello World, Jak spustit webový server NGINX, Vystavování aplikací",2.0,True,cz,5,0
Jaké kroky je potřeba provést pro instalaci Samba serveru pomocí GUI Rancher?,Samba Server,"Samba Server, Omezení spouštění Docker obrazů, Spuštění Virtuálního Stroje, Secrets pro úložiště, Jak spustit webový server NGINX",1.0,True,cz,5,0
"Co je potřeba udělat, pokud se vaše kerberos jméno nespojí automaticky s Rancher účtem?",Secrets pro úložiště,"Secrets pro úložiště, Rancher Aplikace, RStudio, Spuštění Virtuálního Stroje, Přehled Operátorů",1.0,True,cz,5,0
Jaké typy objektů lze vytvořit na webové stránce pro generování tajemství?,Secrets pro úložiště,"Vystavování aplikací, Harbor (hub.cerit.io), Rancher, JupyterHub, Projekty, Namespaces a Kvóty",,False,cz,5,0
Jaký je postup pro výběr prostoru názvů při generování objektů?,Secrets pro úložiště,"Harbor (hub.cerit.io), Žádost o projekt, řízení přístupu, Ansys, Projekty, Namespaces a Kvóty, Přehled platformy kontejnerů",,False,cz,5,0
Jak lze použít vygenerovaná tajemství s aplikací Matlab?,Secrets pro úložiště,"Matlab, Rancher Aplikace, Matlab, Ansys, Samba Server",,False,cz,4,1
Jaké jsou požadavky před použitím služby pro generování tajemství?,Secrets pro úložiště,"Ansys, Projekty, Namespaces a Kvóty, NBGrader Docs, Secrets pro úložiště, Žádost o projekt, řízení přístupu",4.0,True,cz,5,0
Jaký je hlavní rozdíl mezi PSP a PSA v Kubernetes?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Omezení spouštění Docker obrazů, Přidání shellu do obrazu, který jej nemá, Spuštění Virtuálního Stroje, Postgres Operator Cloudnative-PG",1.0,True,cz,5,0
Jaké bezpečnostní možnosti musí uživatel přidat do manifestu před nasazením s PSA?,Bezpečnostní Kontext,"Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá, Bezpečnostní Kontext, ShinySOM, Projekty, Namespaces a Kvóty",3.0,True,cz,5,0
Jaké jsou doporučené nové možnosti pro bezpečnostní kontext Podu?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Harbor (hub.cerit.io), Ansys, Vystavování aplikací, NBGrader Docs",1.0,True,cz,5,0
Jaké jsou doporučené nové možnosti pro bezpečnostní kontext kontejneru?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Harbor (hub.cerit.io), Vystavování aplikací, Ansys, NBGrader Docs",1.0,True,cz,5,0
"Co je důležité udělat, pokud spouštíte aplikaci CERIT-SC z Rancheru?",Bezpečnostní Kontext,"Secrets pro úložiště, RStudio, Desktop, Rancher Aplikace, JupyterHub",,False,cz,5,0
Jakým způsobem lze zabezpečit přístup k aplikaci pomocí autentizace při použití Ingress?,Vystavování aplikací,"Bezpečnost a síťová politika, Vystavování aplikací, Osobní monitorování, Tutorial pro Hello World, Jak spustit webový server NGINX",2.0,True,cz,5,0
Jak lze nastavit vlastní doménové jméno pro webovou aplikaci v Kubernetes?,Vystavování aplikací,"Harbor (hub.cerit.io), Vystavování aplikací, Jak spustit webový server NGINX, Projekty, Namespaces a Kvóty, Omezení spouštění Docker obrazů",2.0,True,cz,5,0
Jaký je hlavní rozdíl mezi webovými a ostatními aplikacemi v kontextu IP adres?,Vystavování aplikací,"Vystavování aplikací, Certifikát, Jak spustit webový server NGINX, Desktop, VPN",1.0,True,cz,5,0
Jaké kroky jsou potřebné pro vystavení webové aplikace na internetu pomocí Kubernetes Ingress?,Vystavování aplikací,"Vystavování aplikací, Bezpečnost a síťová politika, Jak spustit webový server NGINX, Tutorial pro Hello World, Certifikát",1.0,True,cz,5,0
"Jaké jsou možnosti pro vystavení aplikace, která nepoužívá protokol HTTP, v Kubernetes?",Vystavování aplikací,"Vystavování aplikací, Jak spustit webový server NGINX, Omezení spouštění Docker obrazů, Tutorial pro Hello World, Certifikát",1.0,True,cz,5,0
"Co je nutné udělat, pokud chcete používat upravený obraz s přidaným shellem v Kubernetes?","Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Harbor (hub.cerit.io), Spuštění Virtuálního Stroje, Bezpečnostní Kontext, Omezení spouštění Docker obrazů",1.0,True,cz,5,0
"Jaké jsou důvody, proč některé obrazy neobsahují shell?","Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, MinIO Operator, Omezení spouštění Docker obrazů, BinderHub, Dockerfile",1.0,True,cz,5,0
Jaké kroky je třeba provést pro spuštění skriptu `add_shell.sh`?,"Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Dockerfile, Harbor (hub.cerit.io), BinderHub, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
