question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
Proč není doporučeno vytvářet namespaces pomocí kubectl?,Namespaces,"Namespaces, Projekty, Namespaces a Kvóty, Postgres Operator Cloudnative-PG, Jak spustit webový server NGINX, FAQ",1.0,True,cz,5,0
"Co by měl instruktor udělat, pokud byl dodatečně přidán jako instruktor do kurzu?",NBGrader Docs,"Žádost o projekt, řízení přístupu, Bezpečnostní Kontext, Jak získat přístup, Přehled Operátorů, Přidání shellu do obrazu, který jej nemá",,False,cz,5,0
Jak mohou studenti vytvořit a spravovat pojmenované notebookové servery?,NBGrader Docs,"JupyterHub, BinderHub, Samba Server, Secrets pro úložiště, Žádost o projekt, řízení přístupu",,False,cz,5,0
Jaký je doporučený postup pro mazání notebooků po skončení práce?,NBGrader Docs,"JupyterHub, BinderHub, Jak získat přístup, Žádost o projekt, řízení přístupu, Harbor (hub.cerit.io)",,False,cz,5,0
Jaké jsou požadavky na CPU a paměť pro notebooky studentů?,NBGrader Docs,"JupyterHub, Matlab, GPU a další zdroje, BinderHub, Projekty, Namespaces a Kvóty",,False,cz,5,0
Jaký je postup pro přidání studenta do kurzu na jupytul?,NBGrader Docs,"Žádost o projekt, řízení přístupu, Moodle, JupyterHub, Matlab, BinderHub",,False,cz,5,0
Jaké jsou dvě metody pro specifikaci GPU zdrojů v Kubernetes?,GPU a další zdroje,"GPU a další zdroje, FAQ, Přidání shellu do obrazu, který jej nemá, Spuštění Virtuálního Stroje, BinderHub",1.0,True,cz,5,0
Co zahrnuje zdroj `ephemeral-storage` a jaké jednotky se používají pro jeho specifikaci?,GPU a další zdroje,"Žádost o projekt, řízení přístupu, GPU a další zdroje, Úložiště, Ansys, BinderHub",2.0,True,cz,5,0
Jak může uživatel specifikovat množství CPU zdrojů v Kubernetes?,GPU a další zdroje,"Projekty, Namespaces a Kvóty, BinderHub, GPU a další zdroje, FAQ, Matlab",3.0,True,cz,5,0
Jaký je rozdíl mezi *Požadavky* a *Limity* zdrojů v Kubernetes?,GPU a další zdroje,"GPU a další zdroje, Projekty, Namespaces a Kvóty, FAQ, BinderHub, Postgres Operator Cloudnative-PG",1.0,True,cz,5,0
Jak lze zvýšit velikost sdílené paměti (SHM) pro kontejner?,GPU a další zdroje,"GPU a další zdroje, FAQ, Matlab, Přidání shellu do obrazu, který jej nemá, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Jaké jsou výhody použití Snakemake ve srovnání s jinými nástroji?,Snakemake,"Snakemake, TES/WES, Scipion, Secrets pro úložiště, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Jaké jsou požadavky na instalaci Snakemake?,Snakemake,"Snakemake, Rancher Aplikace, Scipion, FAQ, Matlab",1.0,True,cz,5,0
Co je Snakemake?,Snakemake,"Storage Secrets, How to get Access, TES/WES, Rancher, Storing Kubernetes Secrets in Git",,False,cz,0,5
Jakým způsobem Snakemake pomáhá při správě workflow?,Snakemake,"Snakemake, TES/WES, Scipion, Spuštění Nextflow Pipelines v Kubernetes, FAQ",1.0,True,cz,5,0
Jaké jsou hlavní funkce Snakemake?,Snakemake,"Snakemake, Scipion, Secrets pro úložiště, VPN, MinIO Operator",1.0,True,cz,5,0
Jak se instaluje nástroj Kubectl?,Kubectl,"Kubectl, Postgres Operator Cloudnative-PG, GitLab Kubernetes Agent, Rancher Aplikace, Matlab",1.0,True,cz,5,0
Kde se nachází soubor kube config potřebný pro fungování Kubectl?,Kubectl,"Kubectl, Postgres Operator Cloudnative-PG, GitLab Kubernetes Agent, Tutorial pro Hello World, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jaké oprávnění by měl mít soubor `$HOME/.kube/config`?,Kubectl,"Kubectl, MinIO Operator, Přidání shellu do obrazu, který jej nemá, GitLab Kubernetes Agent, Jak spustit webový server NGINX",1.0,True,cz,5,0
Je možné mít více konfigurací clusterů v jednom konfiguračním souboru?,Kubectl,"Kubectl, Postgres Operator Cloudnative-PG, Matlab, FAQ, Dostupný hardware",1.0,True,cz,5,0
"Co udělat, pokud soubor `$HOME/.kube/config` neexistuje?",Kubectl,"Kubectl, Tutorial pro Hello World, Matlab, FAQ, Omezení spouštění Docker obrazů",1.0,True,cz,5,0
Jaké kroky je třeba provést pro instalaci aplikace Minio v Rancheru?,Minio,"Minio, Rancher Aplikace, Ansys, Osobní monitorování, Scipion",1.0,True,cz,5,0
Jaké jsou požadavky pro spuštění osobního serveru Minio?,Minio,"Minio, MinIO Operator, FAQ, Rancher Aplikace, Přehled platformy kontejnerů",1.0,True,cz,5,0
Jak lze přistupovat k aplikaci Minio po úspěšné instalaci?,Minio,"Minio, Rancher Aplikace, ShinySOM, Ansys, Scipion",1.0,True,cz,5,0
Jakým způsobem lze smazat běžící instanci aplikace Minio?,Minio,"Minio, Moodle, ShinySOM, phpMyAdmin, ownCloud",1.0,True,cz,5,0
"Jaký je postup pro kontrolu, zda je k aplikaci připojen vzdálený souborový systém?",Minio,"ownCloud, RStudio, Minio, Žádost o projekt, řízení přístupu, Matlab",3.0,True,cz,5,0
Jak lze řešit problém s nemožností zapisovat do adresářů jako `/var/log/`?,Omezení spouštění Docker obrazů,"Omezení spouštění Docker obrazů, FAQ, Přidání shellu do obrazu, který jej nemá, Vytváření Docker kontejnerů s GitLab, Kubectl",1.0,True,cz,5,0
Proč byste neměli instalovat balíčky do běžícího kontejneru?,Omezení spouštění Docker obrazů,"FAQ, Projekty, Namespaces a Kvóty, Dockerfile, Přehled Operátorů, Přidání shellu do obrazu, který jej nemá",,False,cz,5,0
"Jak lze specifikovat uživatele, pod kterým se má spustit docker obraz?",Omezení spouštění Docker obrazů,"Omezení spouštění Docker obrazů, Vytváření Docker kontejnerů s GitLab, Přidání shellu do obrazu, který jej nemá, Dockerfile, Jak spustit webový server NGINX",1.0,True,cz,5,0
"Co se stane, pokud docker obraz nemá číselný `UID`?",Omezení spouštění Docker obrazů,"Omezení spouštění Docker obrazů, Přidání shellu do obrazu, který jej nemá, Vytváření Docker kontejnerů s GitLab, FAQ, Jak spustit webový server NGINX",1.0,True,cz,5,0
Jaký je důsledek nemožnosti spouštět docker obrazy jako uživatel `root`?,Omezení spouštění Docker obrazů,"Omezení spouštění Docker obrazů, FAQ, Přidání shellu do obrazu, který jej nemá, Vytváření Docker kontejnerů s GitLab, Jak spustit webový server NGINX",1.0,True,cz,5,0
Jak vytvořit a nasadit manifest pro jednoduchý virtuální stroj?,Spuštění Virtuálního Stroje,"Spuštění Virtuálního Stroje, Rancher Aplikace, Minio, GitLab Kubernetes Agent, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
Jak lze nainstalovat další software do virtuálního stroje?,Spuštění Virtuálního Stroje,"Matlab, Přidání shellu do obrazu, který jej nemá, Spuštění Virtuálního Stroje, Rancher Aplikace, Scipion",3.0,True,cz,5,0
Jaké obrazy Dockeru jsou k dispozici pro použití s SSH?,Spuštění Virtuálního Stroje,"Přidání shellu do obrazu, který jej nemá, Spuštění Virtuálního Stroje, Vytváření Docker kontejnerů s GitLab, Harbor (hub.cerit.io), Dockerfile",2.0,True,cz,5,0
Jak vygenerovat SSH klíč na Linuxu/MacOS?,Spuštění Virtuálního Stroje,"Spuštění Virtuálního Stroje, MinIO Operator, Harbor (hub.cerit.io), BinderHub, Secrets pro úložiště",1.0,True,cz,5,0
Jaké jsou požadavky pro spuštění virtuálního stroje?,Spuštění Virtuálního Stroje,"Spuštění Virtuálního Stroje, Rancher Aplikace, Matlab, FAQ, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
"Jakým způsobem je možné vystavit aplikaci, která nepoužívá protokol HTTP, a jaké jsou možnosti týkající se veřejných a soukromých IP adres?",Vystavování aplikací,"Vystavování aplikací, Přehled Operátorů, TES/WES, Ansys, Minio",1.0,True,cz,5,0
Jakým způsobem může být webová aplikace exponována na internetu pomocí Kubernetes?,Vystavování aplikací,"Vystavování aplikací, Přidání shellu do obrazu, který jej nemá, Jak spustit webový server NGINX, Tutorial pro Hello World, Omezení spouštění Docker obrazů",1.0,True,cz,5,0
"Jaký je rozdíl mezi webovými aplikacemi a ostatními aplikacemi, pokud jde o IP adresy?",Vystavování aplikací,"Vystavování aplikací, Certifikát, Přehled Operátorů, TES/WES, Žádost o projekt, řízení přístupu",1.0,True,cz,5,0
Jak lze omezit přístup k webové aplikaci na základě IP adresy?,Vystavování aplikací,"Ansys, Vystavování aplikací, ShinySOM, Bezpečnost a síťová politika, Matlab",2.0,True,cz,5,0
Jaké jsou požadavky na konfiguraci TLS pro webové aplikace v Kubernetes?,Vystavování aplikací,"Vystavování aplikací, Certifikát, Tutorial pro Hello World, Jak spustit webový server NGINX, Spark Operator",1.0,True,cz,5,0
Jak lze zmírnit bezpečnostní chybu základní autentizace na ingressu?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Osobní monitorování, Spark Operator, Vystavování aplikací, Harbor (hub.cerit.io)",1.0,True,cz,5,0
Jak nakonfigurovat SSO endpoint pro použití s ingress?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Osobní monitorování, Vystavování aplikací, Spark Operator, TES/WES",1.0,True,cz,5,0
Jaký je účel síťové politiky v kontextu zabezpečení ingressu?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, MinIO Operator, Postgres Operator Cloudnative-PG, Osobní monitorování, Jak spustit webový server NGINX",1.0,True,cz,5,0
Jakým způsobem lze omezit příchozí provoz na server pouze z *kube-system* namespace?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Projekty, Namespaces a Kvóty, Namespaces, Přidání shellu do obrazu, který jej nemá, Ukládání Kubernetes Secrets do Gitu",1.0,True,cz,5,0
Jaké anotace je třeba přidat do ingressu pro použití SSO e-infra?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Žádost o projekt, řízení přístupu, Jak získat přístup, RStudio, Vystavování aplikací",1.0,True,cz,5,0
Jakým způsobem se konfiguruje soubor `.gitlab-ci.yml` pro automatické vytváření a publikaci Docker image?,Vytváření Docker kontejnerů s GitLab,"Vytváření Docker kontejnerů s GitLab, Přidání shellu do obrazu, který jej nemá, Harbor (hub.cerit.io), GitLab Kubernetes Agent, Dockerfile",1.0,True,cz,5,0
Jaké jsou požadavky pro nastavení GitLab pipeline pro vytváření Docker image?,Vytváření Docker kontejnerů s GitLab,"Vytváření Docker kontejnerů s GitLab, BinderHub, Dockerfile, Přidání shellu do obrazu, který jej nemá, JupyterHub",1.0,True,cz,5,0
Jaké proměnné je nutné použít v GitLab pipeline pro přístup k GitLab Container Registry?,Vytváření Docker kontejnerů s GitLab,"Vytváření Docker kontejnerů s GitLab, Přidání shellu do obrazu, který jej nemá, MinIO Operator, GitLab Kubernetes Agent, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Jak lze zjistit stav GitLab pipeline po provedení commitu?,Vytváření Docker kontejnerů s GitLab,"Vytváření Docker kontejnerů s GitLab, Spuštění Nextflow Pipelines v Kubernetes, Logging, BinderHub, GitLab Kubernetes Agent",1.0,True,cz,5,0
"Jaké kroky je nutné provést pro použití Docker image z GitLab Container Registry, pokud je projekt nastaven jako soukromý?",Vytváření Docker kontejnerů s GitLab,"Vytváření Docker kontejnerů s GitLab, Přidání shellu do obrazu, který jej nemá, Dockerfile, Jak spustit webový server NGINX, Harbor (hub.cerit.io)",1.0,True,cz,5,0
"Co se stane s domovským adresářem, pokud aplikaci Ansys odinstaluji a později znovu nainstaluji?",Ansys,"ownCloud, Ansys, ShinySOM, Desktop, Rancher Aplikace",2.0,True,cz,5,0
"Jaké kroky je třeba udělat, pokud instalace aplikace Ansys zdánlivě selže, ale ve skutečnosti funguje?",Ansys,"Ansys, Rancher Aplikace, ShinySOM, Scipion, Minio",1.0,True,cz,5,0
Jaké jsou doporučené limity pro CPU při spuštění aplikace Ansys?,Ansys,"RStudio, Ansys, Rancher Aplikace, ShinySOM, Matlab",2.0,True,cz,5,0
Jaký je postup pro připojení k běžící instanci Ansys pomocí VNC?,Ansys,"Ansys, Desktop, Rancher Aplikace, Minio, Matlab",1.0,True,cz,5,0
Jaké jsou možnosti zobrazení přístupu při instalaci Ansys a jaké jsou jejich výhody a nevýhody?,Ansys,"Ansys, Rancher Aplikace, Přehled Operátorů, Bezpečnostní Kontext, Minio",1.0,True,cz,5,0
Jakým způsobem může uživatel spravovat artefakty ve svém repozitáři v Harboru?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá, JupyterHub, ownCloud, Žádost o projekt, řízení přístupu",1.0,True,cz,5,0
Jaké jsou hlavní výhody používání Harboru oproti hub.docker.com?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Přehled platformy kontejnerů, JupyterHub, BinderHub, Přehled Operátorů",1.0,True,cz,5,0
Jakým způsobem se mohou uživatelé přihlásit do Harboru přes příkazový řádek?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Osobní monitorování, Vytváření Docker kontejnerů s GitLab, Žádost o projekt, řízení přístupu, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Co by uživatelé neměli zahrnovat do svých Docker obrazů v Harboru a proč?,Harbor (hub.cerit.io),"Přidání shellu do obrazu, který jej nemá, Harbor (hub.cerit.io), Omezení spouštění Docker obrazů, Vytváření Docker kontejnerů s GitLab, Namespaces",2.0,True,cz,5,0
Jaký je maximální limit pro ukládání artefaktů pro každého uživatele v Harboru?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), FAQ, Matlab, Projekty, Namespaces a Kvóty, BinderHub",1.0,True,cz,5,0
Jaké hodnoty pro `RunAsUser` a `RunAsGroup` by měly být použity pro image `nginx-unprivileged`?,Jak spustit webový server NGINX,"Jak spustit webový server NGINX, Vytváření Docker kontejnerů s GitLab, Přidání shellu do obrazu, který jej nemá, FAQ, Omezení spouštění Docker obrazů",1.0,True,cz,5,0
Jaký je rozdíl mezi privilegovaným a neprivilegovaným režimem v Kubernetes při nasazení NGINX?,Jak spustit webový server NGINX,"Jak spustit webový server NGINX, Omezení spouštění Docker obrazů, Bezpečnost a síťová politika, Přidání shellu do obrazu, který jej nemá, Vystavování aplikací",1.0,True,cz,5,0
"Co je potřeba k tomu, aby byl běžící NGINX přístupný z internetu?",Jak spustit webový server NGINX,"Jak spustit webový server NGINX, Přehled platformy kontejnerů, Přidání shellu do obrazu, který jej nemá, Vystavování aplikací, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Jaké porty a štítky jsou potřebné pro správnou konfiguraci služby pro NGINX?,Jak spustit webový server NGINX,"Jak spustit webový server NGINX, Vystavování aplikací, Omezení spouštění Docker obrazů, FAQ, Žádost o projekt, řízení přístupu",1.0,True,cz,5,0
Jaké jsou kroky pro přidání trvalého úložiště do nasazení NGINX?,Jak spustit webový server NGINX,"Jak spustit webový server NGINX, BinderHub, Přidání shellu do obrazu, který jej nemá, Spuštění Nextflow Pipelines v Kubernetes, Desktop",1.0,True,cz,5,0
Jaké jsou možnosti pro zachování dat při odinstalaci desktopové aplikace?,Desktop,"ownCloud, phpMyAdmin, ShinySOM, Desktop, Scipion",4.0,True,cz,5,0
Jaké kroky jsou nutné k instalaci desktopové aplikace pomocí Rancher?,Desktop,"Rancher Aplikace, Desktop, Osobní monitorování, Ansys, Scipion",2.0,True,cz,5,0
"Co je nutné vyplnit ve formuláři při instalaci aplikace, pokud chcete použít zobrazení pomocí WEBRTC?",Desktop,"Desktop, Ansys, Matlab, Rancher Aplikace, ShinySOM",1.0,True,cz,5,0
Jaké možnosti zobrazení jsou k dispozici při konfiguraci desktopové aplikace a jaké jsou jejich výhody?,Desktop,"Desktop, Přidání shellu do obrazu, který jej nemá, Přehled Operátorů, Vystavování aplikací, Bezpečnostní Kontext",1.0,True,cz,5,0
Jaké jsou doporučené limity pro CPU při používání desktopové aplikace?,Desktop,"RStudio, Matlab, ShinySOM, Rancher Aplikace, Desktop",5.0,True,cz,5,0
Jakým způsobem se konfiguruje výstupní destinace logů v `SyslogNGOutput`?,Logging,"Logging, Projekty, Namespaces a Kvóty, Vytváření Docker kontejnerů s GitLab, Spuštění Nextflow Pipelines v Kubernetes, Dostupný hardware",1.0,True,cz,5,0
Jaké logické operátory jsou podporovány příkazy `match` v `SyslogNGFlow`?,Logging,"Logging, Spuštění Nextflow Pipelines v Kubernetes, Spark Operator, MPI Operator, FAQ",1.0,True,cz,5,0
Jak mohu specifikovat namespace pro `SyslogNGFlow` a `SyslogNGOutput`?,Logging,"Logging, Projekty, Namespaces a Kvóty, Spuštění Nextflow Pipelines v Kubernetes, Namespaces, Rancher",1.0,True,cz,5,0
Jak se nasazuje nová loggingová pipeline v Kubernetes clusteru?,Logging,"Logging, Spuštění Nextflow Pipelines v Kubernetes, Tutorial pro Hello World, Postgres Operator Cloudnative-PG, Vytváření Docker kontejnerů s GitLab",1.0,True,cz,5,0
Jaké komponenty tvoří loggingovou pipeline v Kubernetes clusteru?,Logging,"Logging, Spuštění Nextflow Pipelines v Kubernetes, Postgres Operator Cloudnative-PG, Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Co je důležité specifikovat v bezpečnostním kontextu Podu?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Tutorial pro Hello World, Jak spustit webový server NGINX, MinIO Operator, Minio",1.0,True,cz,5,0
Jaké jsou klíčové změny v bezpečnostním kontextu při přechodu z PSP na PSA?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Žádost o projekt, řízení přístupu, Bezpečnost a síťová politika, Jak spustit webový server NGINX, MinIO Operator",1.0,True,cz,5,0
Je `fsGroupChangePolicy: OnRootMismatch` povinné při definování bezpečnostního kontextu Podu?,Bezpečnostní Kontext,"Bezpečnostní Kontext, MinIO Operator, FAQ, Tutorial pro Hello World, Jak spustit webový server NGINX",1.0,True,cz,5,0
"Jaké bezpečnostní možnosti je třeba nastavit v kontejneru, aby nedošlo k selhání nasazení po upgradu?",Bezpečnostní Kontext,"Bezpečnostní Kontext, Jak spustit webový server NGINX, FAQ, Projekty, Namespaces a Kvóty, Ukládání Kubernetes Secrets do Gitu",1.0,True,cz,5,0
Co se stane s PSP při upgradu na Kubernetes verze 1.25?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Postgres Operator Cloudnative-PG, Jak spustit webový server NGINX, FAQ, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Jak se přihlásit do běžící instance Moodle po jejím spuštění?,Moodle,"Moodle, phpMyAdmin, RStudio, Harbor (hub.cerit.io), ShinySOM",1.0,True,cz,5,0
"Jak lze přizpůsobit nastavení nové Moodle aplikace, včetně hostnamu a uživatelského jména?",Moodle,"Moodle, phpMyAdmin, Rancher Aplikace, Matlab, Žádost o projekt, řízení přístupu",1.0,True,cz,5,0
Jaké kroky je třeba dodržet pro instalaci webové aplikace Moodle?,Moodle,"Moodle, phpMyAdmin, Rancher Aplikace, Matlab, ShinySOM",1.0,True,cz,5,0
Jakým způsobem lze použít existující externí databázi místo interní MariaDB?,Moodle,"Moodle, RStudio, phpMyAdmin, Žádost o projekt, řízení přístupu, Postgres Operator Cloudnative-PG",1.0,True,cz,5,0
