question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
"Jaké jsou tři způsoby, jak může uživatel využívat platformu kontejnerů?",Přehled platformy kontejnerů,"Přehled platformy kontejnerů, Jak získat přístup, TES/WES, RStudio, Harbor (hub.cerit.io)",1.0,True,cz,5,0
Jak vytvořit konfigurační soubor pro Secure VPN na Windows?,VPN,"VPN, VPN, Spuštění Virtuálního Stroje, Samba Server, Úložiště",1.0,True,cz,4,1
Jak zkontrolovat statistiky tunelu na Linuxu?,VPN,"VPN, Minio, Desktop, Postgres Operator Cloudnative-PG, VPN",1.0,True,cz,4,1
Jak importovat tunel ve WireGuard aplikaci na Windows?,VPN,"VPN, VPN, Rancher Aplikace, Minio, Osobní monitorování",1.0,True,cz,4,1
Jak aktivovat a deaktivovat tunel ve WireGuard na Linuxu?,VPN,"VPN, VPN, Minio, MinIO Operator, Přehled platformy kontejnerů",1.0,True,cz,4,1
Jak nainstalovat WireGuard na Windows a Linux?,VPN,"VPN, VPN, Osobní monitorování, Přehled platformy kontejnerů, Scipion",1.0,True,cz,4,1
Kde lze najít úplnou dokumentaci o struktuře typu `MPIJob`?,MPI Operator,"MPI Operator, Postgres Operator Cloudnative-PG, MPI Operator, Minio, Žádost o projekt, řízení přístupu",1.0,True,cz,4,1
Kde můžete najít příklad manifestu MPI Job a co je nutné v něm změnit před použitím?,MPI Operator,"MPI Operator, MPI Operator, Žádost o projekt, řízení přístupu, Přidání shellu do obrazu, který jej nemá, MinIO Operator",1.0,True,cz,4,1
Jaké komponenty musí obsahovat Docker obraz pro MPI Job?,MPI Operator,"MPI Operator, Přidání shellu do obrazu, který jej nemá, JupyterHub, Harbor (hub.cerit.io), Dockerfile",1.0,True,cz,5,0
"Proč je důležité, aby atribut `Worker.replicas` odpovídal parametru `-n` v `Launcher`?",MPI Operator,"MPI Operator, Projekty, Namespaces a Kvóty, FAQ, Postgres Operator Cloudnative-PG, BinderHub",1.0,True,cz,5,0
Jaký je postup pro spuštění MPI úlohy na platformě?,MPI Operator,"MPI Operator, Minio, Rancher Aplikace, FAQ, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,5,0
"Co se stane s obsahem domovského adresáře, pokud aplikaci Matlab odstraníte a později znovu nainstalujete se stejným názvem?",Matlab,"ownCloud, Matlab, ShinySOM, ShinySOM, Secrets pro úložiště",2.0,True,cz,4,1
Jaké kroky jsou nutné k instalaci aplikace Matlab v prostředí Rancher?,Matlab,"Matlab, Matlab, Rancher Aplikace, RStudio, Ansys",1.0,True,cz,4,1
Jaké jsou požadavky na CPU a RAM pro spuštění Matlabu a jak lze tyto hodnoty upravit?,Matlab,"GPU a další zdroje, Rancher Aplikace, Matlab, ShinySOM, RStudio",3.0,True,cz,5,0
Jaké kroky jsou nutné k připojení e-infra úložiště k aplikaci Matlab?,Matlab,"Matlab, Matlab, Samba Server, RStudio, Samba Server",1.0,True,cz,3,2
Jaké jsou rozdíly mezi metodami připojení *VNC* a *WEBRTC* pro běžící instanci Matlabu?,Matlab,"Ansys, Desktop, Matlab, Desktop, Matlab",3.0,True,cz,3,2
"Co by měl instruktor udělat, pokud byl dodatečně přidán jako instruktor do kurzu?",NBGrader Docs,"Žádost o projekt, řízení přístupu, Bezpečnostní Kontext, Jak získat přístup, Přehled Operátorů, Přidání shellu do obrazu, který jej nemá",,False,cz,5,0
Jaký je doporučený postup pro mazání notebooků po skončení práce?,NBGrader Docs,"JupyterHub, BinderHub, Jak získat přístup, Žádost o projekt, řízení přístupu, Harbor (hub.cerit.io)",,False,cz,5,0
Jak mohou studenti vytvořit a spravovat pojmenované notebookové servery?,NBGrader Docs,"JupyterHub, BinderHub, Samba Server, Secrets pro úložiště, Žádost o projekt, řízení přístupu",,False,cz,5,0
Jaký je postup pro přidání studenta do kurzu na jupytul?,NBGrader Docs,"Žádost o projekt, řízení přístupu, Moodle, JupyterHub, Matlab, BinderHub",,False,cz,5,0
Jaké jsou požadavky na CPU a paměť pro notebooky studentů?,NBGrader Docs,"JupyterHub, Matlab, GPU a další zdroje, BinderHub, Projekty, Namespaces a Kvóty",,False,cz,5,0
Jaký je postup pro přiřazení skupiny pro řízení přístupu k projektu?,"Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Requesting a Project, Access Control, Harbor (hub.cerit.io), Projekty, Namespaces a Kvóty, Rancher",1.0,True,cz,4,1
"Jaké informace je třeba zahrnout do e-mailu, pokud potřebuji větší individuální projekt?","Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Requesting a Project, Access Control, Projekty, Namespaces a Kvóty, FAQ, Jak získat přístup",1.0,True,cz,4,1
Jaké typy projektů jsou k dispozici v Kubernetes clusteru?,"Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Rancher, Dostupný hardware, Harbor (hub.cerit.io), Postgres Operator Cloudnative-PG",1.0,True,cz,5,0
"Jaké informace je třeba uvést v e-mailu, pokud žádám o skupinový projekt bez existující skupiny?","Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Requesting a Project, Access Control, Jak získat přístup, Namespaces, Projekty, Namespaces a Kvóty",1.0,True,cz,4,1
Jaké jsou výchozí kvóty pro skupinový projekt?,"Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Projekty, Namespaces a Kvóty, Requesting a Project, Access Control, Rancher, RStudio",1.0,True,cz,4,1
Jakým způsobem se mohou uživatelé přihlásit do Harboru přes příkazový řádek?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Osobní monitorování, Vytváření Docker kontejnerů s GitLab, Žádost o projekt, řízení přístupu",1.0,True,cz,4,1
Jaké jsou hlavní výhody používání Harboru oproti hub.docker.com?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Přehled platformy kontejnerů, JupyterHub, JupyterHub",1.0,True,cz,3,2
Jaký je maximální limit pro ukládání artefaktů pro každého uživatele v Harboru?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), FAQ, Matlab, Projekty, Namespaces a Kvóty, BinderHub",1.0,True,cz,5,0
Co by uživatelé neměli zahrnovat do svých Docker obrazů v Harboru a proč?,Harbor (hub.cerit.io),"Přidání shellu do obrazu, který jej nemá, Harbor (hub.cerit.io), Omezení spouštění Docker obrazů, Vytváření Docker kontejnerů s GitLab, Namespaces",2.0,True,cz,5,0
Jakým způsobem může uživatel spravovat artefakty ve svém repozitáři v Harboru?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá, JupyterHub, Harbor (hub.cerit.io), ownCloud",1.0,True,cz,4,1
Kde si můžete stáhnout skript `add_shell.sh` potřebný pro přidání shellu do obrazu?,"Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Add shell to an image without one, Vytváření Docker kontejnerů s GitLab, Harbor (hub.cerit.io), FAQ",1.0,True,cz,4,1
"Jaký je hlavní důvod, proč některé obrazy neobsahují shell?","Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, FAQ, Omezení spouštění Docker obrazů, Projekty, Namespaces a Kvóty, Přehled Operátorů",1.0,True,cz,5,0
Co je výstupem skriptu `add_shell.sh` po jeho spuštění?,"Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Add shell to an image without one, Minio, Dockerfile, Úložiště",1.0,True,cz,4,1
"Jaké kroky jsou nutné, pokud chcete použitý obraz s přidaným shellem nasadit v Kubernetes?","Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Add shell to an image without one, JupyterHub, Vytváření Docker kontejnerů s GitLab, Matlab",1.0,True,cz,4,1
Jaký příkaz použijete ke spuštění skriptu `add_shell.sh` s názvem obrazu?,"Přidání shellu do obrazu, který jej nemá","Přidání shellu do obrazu, který jej nemá, Add shell to an image without one, Vytváření Docker kontejnerů s GitLab, Dockerfile, MPI Operator",1.0,True,cz,4,1
Jak se mohu přihlásit do Rancher instance na rancher.cloud.e-infra.cz?,Rancher,"Rancher, Secrets pro úložiště, Rancher, RStudio, Desktop",1.0,True,cz,4,1
Jaké omezení je spojeno s používáním příkazového řádku kubectl v Rancheru?,Rancher,"Namespaces, Rancher Aplikace, Rancher, Projekty, Namespaces a Kvóty, FAQ",3.0,True,cz,5,0
"Jaké jsou rozdíly mezi clustery, projekty a namespaces v Rancheru a Kubernetes?",Rancher,"Rancher, Rancher, Namespaces, Žádost o projekt, řízení přístupu, Requesting a Project, Access Control",1.0,True,cz,3,2
"Co mám dělat, pokud po přihlášení nevidím žádný cluster?",Rancher,"Rancher, Harbor (hub.cerit.io), Ansys, FAQ, Storage Secrets",1.0,True,cz,4,1
Jakým způsobem mohu vytvořit nový namespace v Rancheru?,Rancher,"Projekty, Namespaces a Kvóty, Projects, Namespaces, and Quotas, Rancher, Namespaces, Secrets pro úložiště",3.0,True,cz,4,1
Jaké pravidlo platí pro výběr jména v rámci namespace při instalaci aplikace?,ShinySOM,"Namespaces, RStudio, Matlab, Ansys, Projekty, Namespaces a Kvóty",,False,cz,4,1
Jaké kroky je třeba podniknout pro přihlášení k běžící instanci aplikace ShinySOM?,ShinySOM,"ShinySOM, ShinySOM, Scipion, Rancher Aplikace, RStudio",1.0,True,cz,4,1
"Jakým způsobem lze aplikaci ShinySOM odstranit, pokud ji již nepotřebujete?",ShinySOM,"ShinySOM, phpMyAdmin, ShinySOM, Minio, Moodle",1.0,True,cz,4,1
Jaké kroky jsou potřebné k instalaci aplikace ShinySOM?,ShinySOM,"ShinySOM, ShinySOM, Scipion, Rancher Aplikace, Ansys",1.0,True,cz,4,1
"Co se stane s daty v domovském adresáři, pokud aplikaci ShinySOM odstraníte a později ji znovu nainstalujete?",ShinySOM,"ownCloud, ShinySOM, ShinySOM, Ansys, Minio",2.0,True,cz,4,1
Jakým způsobem se konfiguruje výstupní destinace logů v `SyslogNGOutput`?,Logging,"Logging, Logging, Projekty, Namespaces a Kvóty, Vytváření Docker kontejnerů s GitLab, Spuštění Nextflow Pipelines v Kubernetes",1.0,True,cz,4,1
Jaké logické operátory jsou podporovány příkazy `match` v `SyslogNGFlow`?,Logging,"Logging, Logging, Spuštění Nextflow Pipelines v Kubernetes, Spark Operator, MPI Operator",1.0,True,cz,4,1
Jaké komponenty tvoří loggingovou pipeline v Kubernetes clusteru?,Logging,"Logging, Logging, Spuštění Nextflow Pipelines v Kubernetes, Postgres Operator Cloudnative-PG, Harbor (hub.cerit.io)",1.0,True,cz,4,1
Jak mohu specifikovat namespace pro `SyslogNGFlow` a `SyslogNGOutput`?,Logging,"Logging, Logging, Projekty, Namespaces a Kvóty, Spuštění Nextflow Pipelines v Kubernetes, Namespaces",1.0,True,cz,4,1
Jak se nasazuje nová loggingová pipeline v Kubernetes clusteru?,Logging,"Logging, Spuštění Nextflow Pipelines v Kubernetes, Logging, Tutorial pro Hello World, Postgres Operator Cloudnative-PG",1.0,True,cz,4,1
"Jak lze přizpůsobit nastavení nové Moodle aplikace, včetně hostnamu a uživatelského jména?",Moodle,"Moodle, Moodle, phpMyAdmin, Rancher Aplikace, Matlab",1.0,True,cz,4,1
Co se stane s daty v domovském adresáři po smazání běžící instance Moodle?,Moodle,"Moodle, ownCloud, Moodle, ShinySOM, ShinySOM",1.0,True,cz,3,2
Jaké kroky je třeba dodržet pro instalaci webové aplikace Moodle?,Moodle,"Moodle, Moodle, phpMyAdmin, Rancher Aplikace, Matlab",1.0,True,cz,4,1
Jak se přihlásit do běžící instance Moodle po jejím spuštění?,Moodle,"Moodle, phpMyAdmin, Moodle, RStudio, Harbor (hub.cerit.io)",1.0,True,cz,4,1
Jakým způsobem lze použít existující externí databázi místo interní MariaDB?,Moodle,"Moodle, Moodle, RStudio, phpMyAdmin, Žádost o projekt, řízení přístupu",1.0,True,cz,4,1
Jaké jsou kroky pro připojení k Samba serveru z operačního systému Linux?,Samba Server,"Samba Server, Samba Server, RStudio, Přehled platformy kontejnerů, Storage Secrets",1.0,True,cz,3,2
Jaký je postup pro instalaci Samba serveru pomocí GUI Rancher?,Samba Server,"Samba Server, Samba Server, Rancher Aplikace, Osobní monitorování, RStudio",1.0,True,cz,4,1
Jaký je formát URL pro přístup k Samba serveru?,Samba Server,"Samba Server, RStudio, Samba Server, Storage Secrets, Secrets pro úložiště",1.0,True,cz,3,2
Jakým způsobem lze připojit síťový disk z MacOS k Samba serveru?,Samba Server,"Samba Server, Samba Server, RStudio, Storage Secrets, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,3,2
Jaké jsou požadavky pro spuštění Samba serveru?,Samba Server,"Samba Server, Samba Server, Storage Secrets, FAQ, RStudio",1.0,True,cz,3,2
Jaká omezení platí pro používání CPU při spuštění Scipionu?,Scipion,"Scipion, BinderHub, Matlab, ShinySOM, RStudio",1.0,True,cz,5,0
Jaké jsou kroky pro spuštění aplikace Scipion?,Scipion,"Scipion, Scipion, ShinySOM, Rancher Aplikace, phpMyAdmin",1.0,True,cz,4,1
Co se stane s daty uloženými mimo Onedata po odstranění aplikace?,Scipion,"Scipion, ownCloud, ShinySOM, Scipion, phpMyAdmin",1.0,True,cz,4,1
Co je požadováno pro připojení Onedata při instalaci Scipionu?,Scipion,"Scipion, Scipion, Matlab, RStudio, Bezpečnost a síťová politika",1.0,True,cz,4,1
Jaký je proces synchronizace dat mezi Onedata spaces a Kubernetes volumes?,Scipion,"Scipion, Dostupný hardware, ownCloud, Scipion, Secrets pro úložiště",1.0,True,cz,4,1
Jak lze omezit přístup k webové aplikaci na základě IP adresy?,Vystavování aplikací,"Ansys, Vystavování aplikací, ShinySOM, Bezpečnost a síťová politika, Matlab",2.0,True,cz,5,0
"Jakým způsobem je možné vystavit aplikaci, která nepoužívá protokol HTTP, a jaké jsou možnosti týkající se veřejných a soukromých IP adres?",Vystavování aplikací,"Vystavování aplikací, Přehled Operátorů, Exposing Applications, TES/WES, Ansys",1.0,True,cz,4,1
Jakým způsobem může být webová aplikace exponována na internetu pomocí Kubernetes?,Vystavování aplikací,"Vystavování aplikací, Přidání shellu do obrazu, který jej nemá, Jak spustit webový server NGINX, Tutorial pro Hello World, Omezení spouštění Docker obrazů",1.0,True,cz,5,0
"Jaký je rozdíl mezi webovými aplikacemi a ostatními aplikacemi, pokud jde o IP adresy?",Vystavování aplikací,"Exposing Applications, Vystavování aplikací, Certifikát, Přehled Operátorů, TES/WES",2.0,True,cz,4,1
Jaké jsou požadavky na konfiguraci TLS pro webové aplikace v Kubernetes?,Vystavování aplikací,"Vystavování aplikací, Certifikát, Tutorial pro Hello World, Jak spustit webový server NGINX, Exposing Applications",1.0,True,cz,4,1
"Jaké bezpečnostní možnosti je třeba nastavit v kontejneru, aby nedošlo k selhání nasazení po upgradu?",Bezpečnostní Kontext,"Bezpečnostní Kontext, Jak spustit webový server NGINX, FAQ, Projekty, Namespaces a Kvóty, Ukládání Kubernetes Secrets do Gitu",1.0,True,cz,5,0
Je `fsGroupChangePolicy: OnRootMismatch` povinné při definování bezpečnostního kontextu Podu?,Bezpečnostní Kontext,"Bezpečnostní Kontext, MinIO Operator, FAQ, Security Context, Tutorial pro Hello World",1.0,True,cz,4,1
Co se stane s PSP při upgradu na Kubernetes verze 1.25?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Security Context, Postgres Operator Cloudnative-PG, Jak spustit webový server NGINX, FAQ",1.0,True,cz,4,1
Co je důležité specifikovat v bezpečnostním kontextu Podu?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Tutorial pro Hello World, Jak spustit webový server NGINX, MinIO Operator, Minio",1.0,True,cz,5,0
Jaké jsou klíčové změny v bezpečnostním kontextu při přechodu z PSP na PSA?,Bezpečnostní Kontext,"Bezpečnostní Kontext, Security Context, Žádost o projekt, řízení přístupu, Storage Secrets, Bezpečnost a síťová politika",1.0,True,cz,3,2
"Jaké jsou tři základní Kubernetes zdroje, které musíme vytvořit pro nasazení aplikace?",Tutorial pro Hello World,"Tutorial pro Hello World, Přidání shellu do obrazu, který jej nemá, Hello world tutorial, GPU a další zdroje, Jak spustit webový server NGINX",1.0,True,cz,4,1
Co je `Ingress` a jaké jsou dva požadavky na název hostitele v jeho konfiguraci v tomto tutoriálu?,Tutorial pro Hello World,"Osobní monitorování, Bezpečnost a síťová politika, Tutorial pro Hello World, Spark Operator, Vystavování aplikací",3.0,True,cz,5,0
Jaké jsou povolené akce a omezení politiky zabezpečení podů v `kuba-cluster`?,Tutorial pro Hello World,"Bezpečnost a síťová politika, GPU a další zdroje, Dostupný hardware, Bezpečnostní Kontext, Vystavování aplikací",,False,cz,5,0
Jaký je účel `Service` v Kubernetes a jak je nakonfigurována v tomto tutoriálu?,Tutorial pro Hello World,"Tutorial pro Hello World, Jak spustit webový server NGINX, Přidání shellu do obrazu, který jej nemá, Spark Operator, Secrets pro úložiště",1.0,True,cz,5,0
Co dělá pole `replicas` v souboru `deployment.yaml`?,Tutorial pro Hello World,"FAQ, Jak spustit webový server NGINX, Tutorial pro Hello World, Postgres Operator Cloudnative-PG, Projekty, Namespaces a Kvóty",3.0,True,cz,5,0
Jakým způsobem lze smazat běžící instanci aplikace Minio?,Minio,"Minio, Moodle, ShinySOM, phpMyAdmin, ownCloud",1.0,True,cz,5,0
Jak lze přistupovat k aplikaci Minio po úspěšné instalaci?,Minio,"Minio, Minio, Rancher Aplikace, ShinySOM, Ansys",1.0,True,cz,4,1
"Jaký je postup pro kontrolu, zda je k aplikaci připojen vzdálený souborový systém?",Minio,"ownCloud, RStudio, Minio, Žádost o projekt, řízení přístupu, Matlab",3.0,True,cz,5,0
Jaké kroky je třeba provést pro instalaci aplikace Minio v Rancheru?,Minio,"Minio, Rancher Aplikace, Ansys, Osobní monitorování, Minio",1.0,True,cz,4,1
Jaké jsou požadavky pro spuštění osobního serveru Minio?,Minio,"Minio, Minio, MinIO Operator, FAQ, Rancher Aplikace",1.0,True,cz,4,1
"Proč by uživatelé neměli vytvářet Namespace pomocí `kubectl` nebo `helm`, ale raději používat uživatelské rozhraní Rancher?","Projekty, Namespaces a Kvóty","Namespaces, Projekty, Namespaces a Kvóty, Namespaces, Rancher Aplikace, Rancher",2.0,True,cz,4,1
"Jaké jsou dvě možnosti, pokud uživatel chce vytvořit nový Namespace, ale nemůže rozšířit kvóty Osobního projektu?","Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, Projects, Namespaces, and Quotas, Namespaces, Žádost o projekt, řízení přístupu, Requesting a Project, Access Control",1.0,True,cz,3,2
Jaké jsou aktuálně aplikované kvóty pro CPU a Paměť na Osobní projekt a výchozí Namespace?,"Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, Projects, Namespaces, and Quotas, Žádost o projekt, řízení přístupu, Requesting a Project, Access Control, FAQ",1.0,True,cz,3,2
Jaký je postup pro změnu kvót zdrojů pro existující Namespace?,"Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, Žádost o projekt, řízení přístupu, Projects, Namespaces, and Quotas, FAQ, Namespaces",1.0,True,cz,4,1
"Co se stane, pokud běžící kontejner překročí limity Paměti?","Projekty, Namespaces a Kvóty","Projekty, Namespaces a Kvóty, FAQ, GPU a další zdroje, FAQ, Omezení spouštění Docker obrazů",1.0,True,cz,4,1
Jaké položky ve specifikaci `Certificate` určují cílové DNS názvy a název vydavatele certifikátu?,Certifikát,"Certifikát, Certificate, Úložiště, Spark Operator, Exposing Applications",1.0,True,cz,3,2
"Který vydavatel certifikátů by měl být použit pro ne-webové aplikace, které vyžadují kontrolu pomocí DNS?",Certifikát,"Certifikát, Vystavování aplikací, Přehled Operátorů, Exposing Applications, Certificate",1.0,True,cz,3,2
Jaký je účel použití protokolu ACME v Kubernetes pro správu certifikátů?,Certifikát,"Certifikát, Certificate, MinIO Operator, Bezpečnost a síťová politika, Security and Network Policy",1.0,True,cz,3,2
Jaký je rozdíl mezi `letsencrypt-prod` a `letsencrypt-stage`?,Certifikát,"Certifikát, Certificate, Exposing Applications, Vystavování aplikací, Spark Operator",1.0,True,cz,3,2
Proč je důležité mít certifikáty uloženy jako tajemství v Kubernetes?,Certifikát,"Ukládání Kubernetes Secrets do Gitu, Certifikát, Secrets pro úložiště, MinIO Operator, Spuštění aplikace Omero",2.0,True,cz,5,0
Jaké jsou specifikace síťového připojení pro uzly v běžných clusterech?,Dostupný hardware,"Postgres Operator Cloudnative-PG, Dostupný hardware, Storage Secrets, Přehled platformy kontejnerů, Žádost o projekt, řízení přístupu",2.0,True,cz,4,1
Které GPU akcelerátory jsou dostupné v kuba-clusteru a jak jsou rozděleny mezi uzly?,Dostupný hardware,"Dostupný hardware, Available Hardware, Přehled platformy kontejnerů, Projekty, Namespaces a Kvóty, Rancher",1.0,True,cz,4,1
Kolik uzlů má kubh-cluster a jak jsou tyto uzly geograficky rozloženy?,Dostupný hardware,"Dostupný hardware, Rancher, Available Hardware, Postgres Operator Cloudnative-PG, Žádost o projekt, řízení přístupu",1.0,True,cz,4,1
"Jaké speciální vlastnosti mají kub-c uzly, které se mají připojit k kuba-clusteru?",Dostupný hardware,"Dostupný hardware, Žádost o projekt, řízení přístupu, Postgres Operator Cloudnative-PG, Storage Secrets, Matlab",1.0,True,cz,4,1
Jaký typ úložiště a zálohování dat je poskytován v kubas-clusteru?,Dostupný hardware,"Dostupný hardware, Storage Secrets, Úložiště, Postgres Operator Cloudnative-PG, Available Hardware",1.0,True,cz,3,2
Jaké jsou dvě metody pro specifikaci GPU zdrojů v Kubernetes?,GPU a další zdroje,"GPU a další zdroje, FAQ, Přidání shellu do obrazu, který jej nemá, Spuštění Virtuálního Stroje, BinderHub",1.0,True,cz,5,0
Co zahrnuje zdroj `ephemeral-storage` a jaké jednotky se používají pro jeho specifikaci?,GPU a další zdroje,"Žádost o projekt, řízení přístupu, GPU a další zdroje, Úložiště, Ansys, BinderHub",2.0,True,cz,5,0
Jaký je rozdíl mezi *Požadavky* a *Limity* zdrojů v Kubernetes?,GPU a další zdroje,"GPU a další zdroje, Projekty, Namespaces a Kvóty, FAQ, GPU and other Resources, BinderHub",1.0,True,cz,4,1
Jak může uživatel specifikovat množství CPU zdrojů v Kubernetes?,GPU a další zdroje,"Projekty, Namespaces a Kvóty, BinderHub, GPU a další zdroje, FAQ, Matlab",3.0,True,cz,5,0
Jak lze zvýšit velikost sdílené paměti (SHM) pro kontejner?,GPU a další zdroje,"GPU a další zdroje, FAQ, Matlab, Přidání shellu do obrazu, který jej nemá, FAQ",1.0,True,cz,4,1
Jaké informace jsou potřebné pro přístup k úložišti WebDAV?,Úložiště,"Úložiště, ownCloud, RStudio, Storage, Žádost o projekt, řízení přístupu",1.0,True,cz,4,1
Jaké jsou hlavní objekty Kubernetes související s úložištěm?,Úložiště,"Úložiště, Secrets pro úložiště, Harbor (hub.cerit.io), Dostupný hardware, Storage Secrets",1.0,True,cz,4,1
