question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
What is the deprecation change introduced in Kubernetes version 1.25 regarding security policies?,Security Context,"Security Context, Limitations of Running Docker Images, FAQ, How to Run NGINX Web Server, Wireguard",1.0,True,en,0,5
What should users avoid including in their Docker images due to accessibility issues?,Harbor (hub.cerit.io),"Limitations of Running Docker Images, Building Docker containers with Gitlab, Dockerfile, JupyterHub, Jobs",,False,en,0,5
How can users manage artifacts in Harbor to reclaim storage space?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), JupyterHub, ShinySOM, Matlab",1.0,True,en,0,4
What is the main advantage of using Harbor over hub.docker.com?,Harbor (hub.cerit.io),"JupyterHub, Harbor (hub.cerit.io), Welcome to the CERIT-SC Kubernetes Container Platform, BinderHub",2.0,True,en,0,4
How can users log into Harbor using a command line interface?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), JupyterHub, Building Docker containers with Gitlab, ShinySOM",1.0,True,en,0,4
What information can be added in the 'Info' tab of a repository in Harbor?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), JupyterHub, BinderHub, Matlab, Ansys",1.0,True,en,0,5
How can users apply for access to the CERIT-SC Kubernetes platform for the first time?,How to get Access,"How to get Access, Welcome to the CERIT-SC Kubernetes Container Platform, Contacts, Storage",1.0,True,en,0,4
What are the eligibility criteria for accessing the CERIT-SC Kubernetes platform and Rancher UI?,How to get Access,"How to get Access, Welcome to the CERIT-SC Kubernetes Container Platform, Contacts, Rancher",1.0,True,en,0,4
What is the required acknowledgement formula for publications using the resources provided by e-INFRA CZ?,How to get Access,"How to get Access, RStudio, Ansys, Requesting a Project, Access Control",1.0,True,en,0,4
Where can a user change their password for the MetaCentrum account?,How to get Access,"How to get Access, Storage Secrets, JupyterHub, Matlab, Ansys",1.0,True,en,0,5
What should a user do if their account has expired but they want to reactivate it?,How to get Access,"How to get Access, Storage Secrets, Operator Summary, ShinySOM",1.0,True,en,0,4
How do you delete a running instance of the Minio application if it's no longer needed?,Minio,"Minio, Ansys, RStudio, ShinySOM, Moodle",1.0,True,en,0,5
How can you ensure that the Minio application uses the correct Namespace during installation?,Minio,"Minio, Matlab, RStudio, Ansys",1.0,True,en,0,4
How do you log in to the Rancher platform to start setting up a personal Minio server?,Minio,"Minio, Storage Secrets, Scipion, Personal Monitoring, Running Virtual Machine",1.0,True,en,0,5
What is a prerequisite for the Minio server to access data from an application pod?,Minio,"Minio, ownCloud, MinIO Operator",1.0,True,en,0,3
"What protocol can be used to transfer data to a Minio server, apart from the web interface?",Minio,"Minio, MinIO Operator, Samba Server",1.0,True,en,0,3
How can users access the Better Docs AI Assistant?,News,"News, Chat AI, Welcome to the CERIT-SC Kubernetes Container Platform, Foldify, Operator Summary",1.0,True,en,0,5
What models are used by the Better Docs AI Assistant for answering questions?,News,"Chat AI, News, JupyterHub, Operator Summary, RStudio",2.0,True,en,0,5
What is required to use AlphaFold 3 through Foldify?,News,"Foldify, News, Chat AI, Running Nextflow Pipelines in Kubernetes, JupyterHub",2.0,True,en,0,5
What is the new AI chat feature mentioned in the documentation?,News,"News, Chat AI, JupyterHub, Welcome to the CERIT-SC Kubernetes Container Platform, Desktop",1.0,True,en,0,5
Where can users find the new AI chat website and API?,News,"News, Chat AI, Welcome to the CERIT-SC Kubernetes Container Platform, JupyterHub, Foldify",1.0,True,en,0,5
How can you prevent the installation of Scipion from appearing to fail?,Scipion,"Scipion, Ansys, Matlab, Storing Kubernetes Secrets in Git, ShinySOM",1.0,True,en,0,5
How do you access the running instance of Scipion in your browser?,Scipion,"Scipion, ShinySOM, Ansys, Desktop",1.0,True,en,0,4
What are the necessary steps to fill out the Onedata form when installing Scipion?,Scipion,"Scipion, ShinySOM, Ansys, Desktop",1.0,True,en,0,4
What should you do if you need more than the default quota limit of CPUs for running Scipion?,Scipion,"Projects, Namespaces, and Quotas, JupyterHub, Scipion, Ansys, Matlab",3.0,True,en,0,5
What happens to data stored outside the Onedata mounts when you delete the Scipion application?,Scipion,"Scipion, ownCloud, ShinySOM, Moodle, Minio",1.0,True,en,0,5
How does encrypting the secret's name and namespace enhance security when storing Kubernetes Secrets?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, Storage, Storage Secrets, MinIO Operator, GitLab Runner in Kubernetes",1.0,True,en,0,5
What role does the `kubeseal` tool play in securing Kubernetes Secrets?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, GitLab Runner in Kubernetes, MinIO Operator, Postgres Operator Cloudnative-PG, Storage Secrets",1.0,True,en,0,5
How do you transform a Kubernetes Secret into a Sealed Secret?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, GitLab Runner in Kubernetes, MinIO Operator, Storage Secrets",1.0,True,en,0,4
What are the prerequisites needed before storing Kubernetes Secrets in git?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, GitLab Runner in Kubernetes, GitLab Kubernetes Agent, Storage Secrets, Postgres Operator Cloudnative-PG",1.0,True,en,0,5
How can you securely store Kubernetes Secrets in a git repository?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, GitLab Runner in Kubernetes, GitLab Kubernetes Agent, MinIO Operator, Running Virtual Machine",1.0,True,en,0,5
How can you make an opaque secret for the GitLab Kubernetes Agent token using kubectl?,GitLab Kubernetes Agent,"GitLab Kubernetes Agent, GitLab Runner in Kubernetes, MinIO Operator, Storing Kubernetes Secrets in Git",1.0,True,en,0,4
What steps should you follow to apply the deployment of the GitLab Kubernetes Agent using kubectl?,GitLab Kubernetes Agent,"GitLab Kubernetes Agent, GitLab Runner in Kubernetes, Exposing Applications, MPI Operator",1.0,True,en,0,4
What is the process for registering the agent and obtaining the agent token?,GitLab Kubernetes Agent,"GitLab Kubernetes Agent, Storage Secrets, MinIO Operator, GitLab Runner in Kubernetes",1.0,True,en,0,4
How do you define a configuration repository for the GitLab Kubernetes Agent?,GitLab Kubernetes Agent,"GitLab Kubernetes Agent, GitLab Runner in Kubernetes, Building Docker containers with Gitlab, Jobs",1.0,True,en,0,4
What are the prerequisites needed before installing the GitLab Kubernetes Agent?,GitLab Kubernetes Agent,"GitLab Kubernetes Agent, GitLab Runner in Kubernetes, Matlab, Building Docker containers with Gitlab",1.0,True,en,0,4
What should a user do if they want to create a new Namespace within their Personal Project?,"Projects, Namespaces, and Quotas","Projects, Namespaces, and Quotas, Namespaces, Rancher, Matlab",1.0,True,en,0,4
What are the current CPU and Memory resource quotas for a Personal Project and default Namespace?,"Projects, Namespaces, and Quotas","Projects, Namespaces, and Quotas, Requesting a Project, Access Control, FAQ, Desktop",1.0,True,en,0,4
What happens if a running container exceeds its CPU or Memory limits?,"Projects, Namespaces, and Quotas","GPU and other Resources, Projects, Namespaces, and Quotas, JupyterHub, FAQ, Desktop",2.0,True,en,0,5
"Why might a deployment be rejected due to resource quotas, and how can this be avoided?","Projects, Namespaces, and Quotas","Projects, Namespaces, and Quotas, FAQ, GPU and other Resources, Operator Summary, Jobs",1.0,True,en,0,5
How can a user change the resource quotas for an existing Namespace?,"Projects, Namespaces, and Quotas","Projects, Namespaces, and Quotas, FAQ, Requesting a Project, Access Control, Rancher",1.0,True,en,0,4
Where can I find the `kube config` file needed for kubectl?,Kubectl,"Kubectl, MinIO Operator, Jobs, Postgres Operator Cloudnative-PG, Running Virtual Machine",1.0,True,en,0,5
Is it possible to have multiple cluster configurations in one kube config file?,Kubectl,"Kubectl, Jobs, Postgres Operator Cloudnative-PG, Wireguard",1.0,True,en,0,4
How can I change the permissions of the kube config file after copying it?,Kubectl,"Kubectl, Limitations of Running Docker Images, Projects, Namespaces, and Quotas, MinIO Operator",1.0,True,en,0,4
What should I do if the `$HOME/.kube/config` file does not exist?,Kubectl,"Kubectl, Hello world tutorial, Limitations of Running Docker Images, Spark Operator",1.0,True,en,0,4
How can I install kubectl?,Kubectl,"Kubectl, GitLab Runner in Kubernetes, Running Virtual Machine, MinIO Operator, Postgres Operator Cloudnative-PG",1.0,True,en,0,5
How can a student check if they have been successfully added to the correct group for course access?,NBGrader Docs,"Requesting a Project, Access Control, Moodle, ShinySOM, phpMyAdmin, Personal Monitoring",,False,en,0,5
What should be done if an instructor was added to a course after already logging into Jupytul?,NBGrader Docs,"BinderHub, Requesting a Project, Access Control, Moodle, Scipion, Matlab",,False,en,0,5
What is the recommended procedure for students to manage multiple notebook servers for different courses?,NBGrader Docs,"BinderHub, JupyterHub, Matlab, Requesting a Project, Access Control, Samba Server",,False,en,0,5
What is the primary URL address for accessing the NBGrader instance?,NBGrader Docs,"BinderHub, Postgres Operator Cloudnative-PG, JupyterHub, Matlab, Personal Monitoring",,False,en,0,5
How can assignments be correctly placed and managed within the NBGrader environment?,NBGrader Docs,"Requesting a Project, Access Control, Jobs, Matlab, Projects, Namespaces, and Quotas, Welcome to the CERIT-SC Kubernetes Container Platform",,False,en,0,5
What are the CPU limits for the default project in Rancher Applications?,Rancher Applications,"Rancher Applications, Scipion, Desktop, Projects, Namespaces, and Quotas, Requesting a Project, Access Control",1.0,True,en,0,5
Which application's selection process is illustrated in the screenshot?,Rancher Applications,"Rancher Applications, Ansys, Desktop, Exposing Applications, phpMyAdmin",1.0,True,en,0,5
What should you do if you need more than the default CPU quota in Rancher Applications?,Rancher Applications,"Rancher Applications, Scipion, Desktop, Projects, Namespaces, and Quotas, Requesting a Project, Access Control",1.0,True,en,0,5
"What happens if you do not select ""Customize Helm options before install"" during the application installation?",Rancher Applications,"Ansys, Matlab, Scipion, Rancher Applications, Desktop",4.0,True,en,0,5
"Where can you find the option to limit charts only to ""cerit-sc""?",Rancher Applications,"Ansys, Desktop, ownCloud, Rancher Applications, Minio",4.0,True,en,0,5
What should a user do if they do not see a Personal Project and Namespace after logging into Ranger GUI?,Namespaces,"Namespaces, Projects, Namespaces, and Quotas, Requesting a Project, Access Control, Rancher, Minio",1.0,True,en,0,5
What is the purpose of namespaces in Kubernetes?,Namespaces,"Namespaces, Rancher, Projects, Namespaces, and Quotas, MinIO Operator, Hello world tutorial",1.0,True,en,0,5
Why is it not recommended to create namespaces using kubectl in this context?,Namespaces,"Namespaces, Projects, Namespaces, and Quotas, FAQ, Storing Kubernetes Secrets in Git",1.0,True,en,0,4
How can a user check their namespaces in the Rancher GUI?,Namespaces,"Namespaces, Projects, Namespaces, and Quotas, Rancher, Matlab, Storage Secrets",1.0,True,en,0,5
Are resource names unique across all namespaces or just within a single namespace?,Namespaces,"Namespaces, Rancher, Projects, Namespaces, and Quotas, Jobs, RStudio",1.0,True,en,0,5
What changes need to be made to configure the SSO endpoint for securing an application with e-infra's SSO service?,Security and Network Policy,"Security and Network Policy, Exposing Applications, ShinySOM, Matlab",1.0,True,en,0,4
How can the security flaw in ingress authentication be mitigated?,Security and Network Policy,"Security and Network Policy, Spark Operator, Exposing Applications, Building Docker containers with Gitlab, ShinySOM",1.0,True,en,0,5
What annotations need to be added to an existing ingress to implement e-infra's SSO service?,Security and Network Policy,"Security and Network Policy, Spark Operator, Storage Secrets, Exposing Applications",1.0,True,en,0,4
How can ingress authentication be implemented using basic auth or oauth in a Kubernetes cluster?,Security and Network Policy,"Security and Network Policy, Hello world tutorial, Exposing Applications, Postgres Operator Cloudnative-PG, GitLab Kubernetes Agent",1.0,True,en,0,5
What is the security flaw associated with ingress authentication as described in the documentation?,Security and Network Policy,"Security and Network Policy, Spark Operator, Exposing Applications, FAQ, Storage Secrets",1.0,True,en,0,5
What is the purpose of the `.Renviron` file when running RStudio in the Sensitive Cloud?,RStudio,"RStudio, JupyterHub, Storage Secrets, Matlab, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,0,5
How can you ensure that your home directory content is preserved when reinstalling RStudio on Rancher?,RStudio,"RStudio, Matlab, ShinySOM, Minio, Storage Secrets",1.0,True,en,0,5
What is the recommended method for running RStudio according to the documentation?,RStudio,"RStudio, JupyterHub, Welcome to the CERIT-SC Kubernetes Container Platform, Matlab",1.0,True,en,0,4
How can you install additional packages using `conda` or `mamba` in RStudio according to the documentation?,RStudio,"RStudio, JupyterHub, Running Virtual Machine, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,0,4
What should you do if you need more than the default CPU quota for running RStudio as a Rancher Application?,RStudio,"RStudio, Scipion, Rancher Applications, Desktop, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,0,5
What should you do after clicking the Grafana link to access your monitoring instance?,Personal Monitoring,"Personal Monitoring, Ansys, Scipion, Spark Operator",1.0,True,en,0,4
Can you change the deployed chart name during installation?,Personal Monitoring,"Ansys, Jobs, Personal Monitoring, Rancher Applications, Desktop",3.0,True,en,0,5
Where can you find the web address to access your personal Grafana instance?,Personal Monitoring,"Personal Monitoring, Welcome to the CERIT-SC Kubernetes Container Platform, Harbor (hub.cerit.io), JupyterHub",1.0,True,en,0,4
How do you start the installation process for Personal Monitoring?,Personal Monitoring,"Personal Monitoring, ownCloud, Minio, Desktop",1.0,True,en,0,4
What is the purpose of the Personal Monitoring application?,Personal Monitoring,"Personal Monitoring, Ansys, Scipion, Requesting a Project, Access Control",1.0,True,en,0,4
How can I view and download the results of my computed jobs in Foldify?,Foldify,"Foldify, News, Welcome to the CERIT-SC Kubernetes Container Platform, Running Nextflow Pipelines in Kubernetes, JupyterHub",1.0,True,en,0,5
What information is displayed in the Molstar viewer on the Results page?,Foldify,"Foldify, Chat AI, Rancher Applications, Desktop, Scipion",1.0,True,en,0,5
How can I access Foldify and what is required for login?,Foldify,"Foldify, News, ShinySOM, Scipion, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,0,5
What steps must be taken to access AlphaFold3 on Foldify?,Foldify,"Foldify, News, Chat AI, Welcome to the CERIT-SC Kubernetes Container Platform, Running Nextflow Pipelines in Kubernetes",1.0,True,en,0,5
What are the sections available on the Foldify Dashboard after logging in?,Foldify,"Foldify, News, ShinySOM, JupyterHub, Chat AI",1.0,True,en,0,5
Where can you find information about different Operators available for use?,Operator Summary,"Operator Summary, MinIO Operator, Spark Operator, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,0,4
What are some tasks that operators can automate?,Operator Summary,"Operator Summary, Jobs, Foldify, MPI Operator, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,0,5
What is the purpose of the Operator pattern in Kubernetes?,Operator Summary,"Operator Summary, Spark Operator, MPI Operator, MinIO Operator",1.0,True,en,0,4
How can users get assistance with using an Operator?,Operator Summary,"Operator Summary, Requesting a Project, Access Control, News, MinIO Operator",1.0,True,en,0,4
Why are users discouraged from deploying their own Operators with namespaced deployment?,Operator Summary,"Operator Summary, Storing Kubernetes Secrets in Git, Projects, Namespaces, and Quotas, Matlab",1.0,True,en,0,4
What must be done to request GPU properties like memory size when deploying a Pod?,GPU and other Resources,"GPU and other Resources, Projects, Namespaces, and Quotas, FAQ, Jobs, Running Virtual Machine",1.0,True,en,0,5
What is the significance of the `nodeSelector` label when requesting a specific GPU type?,GPU and other Resources,"GPU and other Resources, JupyterHub, Available Hardware, FAQ, Jobs",1.0,True,en,0,5
How can a user specify the required ephemeral-storage resource for a container?,GPU and other Resources,"GPU and other Resources, Storage, JupyterHub, Jobs, Projects, Namespaces, and Quotas",1.0,True,en,0,5
How can a user increase the shared memory size for a container?,GPU and other Resources,"GPU and other Resources, FAQ, Projects, Namespaces, and Quotas, Matlab, Jobs",1.0,True,en,0,5
What are the two types of resource limits described in the documentation?,GPU and other Resources,"GPU and other Resources, Projects, Namespaces, and Quotas, JupyterHub, FAQ, ShinySOM",1.0,True,en,0,5
How should the `spec.driver.serviceAccount` be configured to avoid permission issues?,Spark Operator,"Jobs, FAQ, Spark Operator, Running Nextflow Pipelines in Kubernetes, Limitations of Running Docker Images",3.0,True,en,0,5
What should be used instead of `hostPath` for volume source in a cluster?,Spark Operator,"Spark Operator, Limitations of Running Docker Images, Storage, Jobs, MinIO Operator",1.0,True,en,0,5
What is the purpose of the Spark Operator in Kubernetes?,Spark Operator,"Spark Operator, Operator Summary, MPI Operator, Jobs",1.0,True,en,0,4
How can you access the automatically created Spark UI for your applications?,Spark Operator,"Spark Operator, Chat AI, Welcome to the CERIT-SC Kubernetes Container Platform, JupyterHub",1.0,True,en,0,4
What should you include in the YAML file if you want to provide custom annotations to SparkUI Ingress?,Spark Operator,"Spark Operator, Security and Network Policy, JupyterHub, Chat AI, Exposing Applications",1.0,True,en,0,5
How do you ensure the home directory content is preserved when reinstalling the Matlab application?,Matlab,"Storage Secrets, Matlab, ShinySOM, Ansys, RStudio",2.0,True,en,0,5
What is the difference in access display methods between the VNC and WEBRTC options for connecting to a running Matlab instance?,Matlab,"Matlab, Desktop, Ansys, Samba Server",1.0,True,en,0,4
How can you mount your MetaCentrum home in Matlab version v9.11.1 and above without needing a password?,Matlab,"Matlab, Storage Secrets, JupyterHub, RStudio",1.0,True,en,0,4
How can you delete a running Matlab instance while ensuring the data in the home directory is not lost?,Matlab,"Matlab, Storage Secrets, ShinySOM, ownCloud, RStudio",1.0,True,en,0,5
What should you do if the Matlab installation appears to fail but actually works after some time?,Matlab,"Matlab, Storage Secrets, Ansys, Welcome to the CERIT-SC Kubernetes Container Platform, Scipion",1.0,True,en,0,5
How do you form the final URL to access the Samba server?,Samba Server,"Samba Server, Storage Secrets, Chat AI, RStudio",1.0,True,en,0,4
What is a necessary condition before installing a Samba server?,Samba Server,"Samba Server, Storage Secrets, Matlab, RStudio",1.0,True,en,0,4
How can you access the network drive on a Windows operating system?,Samba Server,"Samba Server, ShinySOM, ownCloud, Minio",1.0,True,en,0,4
What steps are needed to connect to the Samba server on a MacOS?,Samba Server,"Samba Server, Storage Secrets, RStudio, ShinySOM",1.0,True,en,0,4
What is the purpose of a Samba server in a Kubernetes environment?,Samba Server,"Samba Server, Storage Secrets, Limitations of Running Docker Images, How to Run NGINX Web Server",1.0,True,en,0,4
What is the purpose of using WireGuard in a Kubernetes Pod?,Wireguard,"Wireguard, Running Nextflow Pipelines in Kubernetes, VPN, Exposing Applications, FAQ",1.0,True,en,0,5
What are the limitations mentioned in the WireGuard configuration for Kubernetes?,Wireguard,"Wireguard, Limitations of Running Docker Images, Jobs, FAQ, How to Run NGINX Web Server",1.0,True,en,0,5
How can you deploy a Pod with a WireGuard interface in Kubernetes?,Wireguard,"Wireguard, Running Nextflow Pipelines in Kubernetes, Exposing Applications, Hello world tutorial, GitLab Kubernetes Agent",1.0,True,en,0,5
How do you create a Kubernetes Secret for the WireGuard private key?,Wireguard,"Wireguard, Storing Kubernetes Secrets in Git, MinIO Operator, VPN, GitLab Runner in Kubernetes",1.0,True,en,0,5
What steps can you take to verify the WireGuard interface is functioning correctly in a Pod?,Wireguard,"Wireguard, VPN, Exposing Applications, Minio, Running Virtual Machine",1.0,True,en,0,5
What steps should I follow to delete a running instance of the Ansys application?,Ansys,"Ansys, Rancher Applications, RStudio, Scipion, ShinySOM",1.0,True,en,0,5
What should I do if the Ansys installation appears to fail but actually works after some time?,Ansys,"Ansys, ownCloud, Rancher Applications, Minio, Scipion",1.0,True,en,0,5
How can I preserve the contents of the home directory when reinstalling the Ansys application?,Ansys,"ShinySOM, Ansys, Matlab, Desktop, ownCloud",2.0,True,en,0,5
What is the difference between using VNC and WEBRTC to access the Ansys application?,Ansys,"Ansys, Desktop, Matlab, Minio",1.0,True,en,0,4
How can I select the version of the Ansys application to run?,Ansys,"Ansys, Rancher Applications, Scipion, RStudio, Desktop",1.0,True,en,0,5
What should you do if you encounter a 'Config not found' error message when deploying resources?,Hello world tutorial,"FAQ, Projects, Namespaces, and Quotas, Kubectl, How to Run NGINX Web Server, Operator Summary",,False,en,0,5
How can you verify the status of deployed resources in a specific namespace using `kubectl`?,Hello world tutorial,"Projects, Namespaces, and Quotas, GitLab Kubernetes Agent, Rancher, Storing Kubernetes Secrets in Git, MinIO Operator",,False,en,0,5
What are the three Kubernetes resources required to deploy the app in this tutorial?,Hello world tutorial,"Hello world tutorial, FAQ, GitLab Kubernetes Agent, Exposing Applications, Jobs",1.0,True,en,0,5
What is the purpose of the `securityContext` in the `Deployment` specification?,Hello world tutorial,"Security Context, How to Run NGINX Web Server, MinIO Operator, Operator Summary",,False,en,0,4
